libdc1394 error: Failed to initialize libdc1394
Training net...

Iteration     0: accuracy_at_1 = 40.62%; accuracy_at_5 = 66.80%; loss = 2.327776 
Iteration  5330: accuracy_at_1 = 43.36%; accuracy_at_5 = 72.66%; loss = 2.142960  (0.455346 s/it)
Iteration  5340: accuracy_at_1 = 41.02%; accuracy_at_5 = 66.41%; loss = 2.303981  (0.455143 s/it)
Iteration  5350: accuracy_at_1 = 38.28%; accuracy_at_5 = 69.92%; loss = 2.373461  (0.455721 s/it)
Iteration  5360: accuracy_at_1 = 43.36%; accuracy_at_5 = 72.27%; loss = 2.148765  (0.455861 s/it)
Iteration  5370: accuracy_at_1 = 42.19%; accuracy_at_5 = 73.83%; loss = 2.179263  (0.456134 s/it)
Iteration  5380: accuracy_at_1 = 40.23%; accuracy_at_5 = 64.84%; loss = 2.365709  (0.457028 s/it)
Iteration  5390: accuracy_at_1 = 41.02%; accuracy_at_5 = 69.14%; loss = 2.297013  (0.456694 s/it)
Iteration  5400: accuracy_at_1 = 39.06%; accuracy_at_5 = 69.92%; loss = 2.364614  (0.456992 s/it)
Iteration  5410: accuracy_at_1 = 41.02%; accuracy_at_5 = 71.48%; loss = 2.295326  (0.456869 s/it)
Iteration  5420: accuracy_at_1 = 37.89%; accuracy_at_5 = 69.92%; loss = 2.369253  (0.458324 s/it)
Iteration  5430: accuracy_at_1 = 33.59%; accuracy_at_5 = 63.28%; loss = 2.555655  (0.457132 s/it)
Iteration  5440: accuracy_at_1 = 42.58%; accuracy_at_5 = 68.75%; loss = 2.207489  (0.456690 s/it)
Iteration  5450: accuracy_at_1 = 36.72%; accuracy_at_5 = 67.58%; loss = 2.362838  (0.456267 s/it)
Iteration  5460: accuracy_at_1 = 39.45%; accuracy_at_5 = 69.53%; loss = 2.361876  (0.455970 s/it)
Iteration  5470: accuracy_at_1 = 35.16%; accuracy_at_5 = 70.70%; loss = 2.363605  (0.459077 s/it)
Iteration  5480: accuracy_at_1 = 35.55%; accuracy_at_5 = 67.19%; loss = 2.419861  (0.455569 s/it)
Iteration  5490: accuracy_at_1 = 35.55%; accuracy_at_5 = 63.28%; loss = 2.544230  (0.455470 s/it)
Iteration  5500: accuracy_at_1 = 43.36%; accuracy_at_5 = 69.53%; loss = 2.269407  (0.455367 s/it)
Iteration  5510: accuracy_at_1 = 37.50%; accuracy_at_5 = 65.62%; loss = 2.430975  (0.456732 s/it)
Iteration  5520: accuracy_at_1 = 38.28%; accuracy_at_5 = 68.75%; loss = 2.301732  (0.457215 s/it)
Iteration  5530: accuracy_at_1 = 38.28%; accuracy_at_5 = 65.62%; loss = 2.447801  (0.457220 s/it)
Iteration  5540: accuracy_at_1 = 35.94%; accuracy_at_5 = 68.36%; loss = 2.347355  (0.457924 s/it)
Iteration  5550: accuracy_at_1 = 41.41%; accuracy_at_5 = 66.80%; loss = 2.260350  (0.457759 s/it)
Iteration  5560: accuracy_at_1 = 36.33%; accuracy_at_5 = 67.58%; loss = 2.448792  (0.457358 s/it)
Iteration  5570: accuracy_at_1 = 44.92%; accuracy_at_5 = 66.80%; loss = 2.332891  (0.457367 s/it)
Iteration  5580: accuracy_at_1 = 35.16%; accuracy_at_5 = 71.48%; loss = 2.309670  (0.456184 s/it)
Iteration  5590: accuracy_at_1 = 37.50%; accuracy_at_5 = 68.75%; loss = 2.468985  (0.455875 s/it)
Iteration  5600: accuracy_at_1 = 33.59%; accuracy_at_5 = 64.45%; loss = 2.480426  (0.456440 s/it)
Iteration  5610: accuracy_at_1 = 36.33%; accuracy_at_5 = 70.31%; loss = 2.473495  (0.456206 s/it)
Iteration  5620: accuracy_at_1 = 38.67%; accuracy_at_5 = 69.92%; loss = 2.352521  (0.456437 s/it)
Iteration  5630: accuracy_at_1 = 38.67%; accuracy_at_5 = 66.41%; loss = 2.407884  (0.456527 s/it)
Iteration  5640: accuracy_at_1 = 36.33%; accuracy_at_5 = 69.92%; loss = 2.419981  (0.457823 s/it)
Iteration  5650: accuracy_at_1 = 35.94%; accuracy_at_5 = 68.36%; loss = 2.420408  (0.457887 s/it)
Iteration  5660: accuracy_at_1 = 32.81%; accuracy_at_5 = 62.89%; loss = 2.501863  (0.457896 s/it)
Iteration  5670: accuracy_at_1 = 39.06%; accuracy_at_5 = 70.31%; loss = 2.320223  (0.457636 s/it)
Iteration  5680: accuracy_at_1 = 41.80%; accuracy_at_5 = 69.92%; loss = 2.282811  (0.457500 s/it)
Iteration  5690: accuracy_at_1 = 44.92%; accuracy_at_5 = 70.70%; loss = 2.213239  (0.457864 s/it)
Iteration  5700: accuracy_at_1 = 43.36%; accuracy_at_5 = 67.19%; loss = 2.358558  (0.458309 s/it)
Iteration  5710: accuracy_at_1 = 37.89%; accuracy_at_5 = 69.92%; loss = 2.417921  (0.457406 s/it)
Iteration  5720: accuracy_at_1 = 37.89%; accuracy_at_5 = 71.88%; loss = 2.394503  (0.456870 s/it)
Iteration  5730: accuracy_at_1 = 35.55%; accuracy_at_5 = 67.58%; loss = 2.392273  (0.456595 s/it)
Iteration  5740: accuracy_at_1 = 38.28%; accuracy_at_5 = 65.23%; loss = 2.523955  (0.456168 s/it)
Iteration  5750: accuracy_at_1 = 36.33%; accuracy_at_5 = 65.23%; loss = 2.427799  (0.456792 s/it)
Iteration  5760: accuracy_at_1 = 40.62%; accuracy_at_5 = 69.53%; loss = 2.325680  (0.455555 s/it)
Iteration  5770: accuracy_at_1 = 38.28%; accuracy_at_5 = 67.58%; loss = 2.345589  (0.457022 s/it)
Iteration  5780: accuracy_at_1 = 37.89%; accuracy_at_5 = 66.02%; loss = 2.364597  (0.457204 s/it)
Iteration  5790: accuracy_at_1 = 43.36%; accuracy_at_5 = 73.05%; loss = 2.198432  (0.456995 s/it)
Iteration  5800: accuracy_at_1 = 41.02%; accuracy_at_5 = 69.92%; loss = 2.317396  (0.456965 s/it)
Iteration  5810: accuracy_at_1 = 36.72%; accuracy_at_5 = 65.62%; loss = 2.465201  (0.456971 s/it)
Iteration  5820: accuracy_at_1 = 33.20%; accuracy_at_5 = 61.72%; loss = 2.572825  (0.457124 s/it)
Iteration  5830: accuracy_at_1 = 37.50%; accuracy_at_5 = 65.23%; loss = 2.494476  (0.456070 s/it)
Iteration  5840: accuracy_at_1 = 41.41%; accuracy_at_5 = 69.53%; loss = 2.363631  (0.456343 s/it)
Iteration  5850: accuracy_at_1 = 35.16%; accuracy_at_5 = 66.80%; loss = 2.451643  (0.455371 s/it)
Iteration  5860: accuracy_at_1 = 32.03%; accuracy_at_5 = 64.84%; loss = 2.608974  (0.457128 s/it)
Iteration  5870: accuracy_at_1 = 35.55%; accuracy_at_5 = 65.23%; loss = 2.506405  (0.457145 s/it)
Iteration  5880: accuracy_at_1 = 40.62%; accuracy_at_5 = 65.62%; loss = 2.411329  (0.455909 s/it)
Iteration  5890: accuracy_at_1 = 42.19%; accuracy_at_5 = 67.19%; loss = 2.323361  (0.456103 s/it)
Iteration  5900: accuracy_at_1 = 36.72%; accuracy_at_5 = 63.67%; loss = 2.441988  (0.456565 s/it)
Iteration  5910: accuracy_at_1 = 36.33%; accuracy_at_5 = 67.58%; loss = 2.528238  (0.457277 s/it)
Iteration  5920: accuracy_at_1 = 42.97%; accuracy_at_5 = 72.27%; loss = 2.258995  (0.457957 s/it)
Iteration  5930: accuracy_at_1 = 40.62%; accuracy_at_5 = 67.97%; loss = 2.408708  (0.457199 s/it)
Iteration  5940: accuracy_at_1 = 37.89%; accuracy_at_5 = 68.36%; loss = 2.355206  (0.457271 s/it)
Iteration  5950: accuracy_at_1 = 35.55%; accuracy_at_5 = 64.84%; loss = 2.565009  (0.457102 s/it)
Iteration  5960: accuracy_at_1 = 38.28%; accuracy_at_5 = 69.14%; loss = 2.482860  (0.455805 s/it)
Iteration  5970: accuracy_at_1 = 46.09%; accuracy_at_5 = 71.88%; loss = 2.111481  (0.455916 s/it)
Iteration  5980: accuracy_at_1 = 40.62%; accuracy_at_5 = 66.41%; loss = 2.399416  (0.456467 s/it)
Iteration  5990: accuracy_at_1 = 33.98%; accuracy_at_5 = 63.28%; loss = 2.485678  (0.456117 s/it)
Iteration  6000: accuracy_at_1 = 40.23%; accuracy_at_5 = 70.70%; loss = 2.358595  (0.455826 s/it)
Iteration  6010: accuracy_at_1 = 41.02%; accuracy_at_5 = 66.41%; loss = 2.274924  (0.455764 s/it)
Iteration  6020: accuracy_at_1 = 39.06%; accuracy_at_5 = 66.02%; loss = 2.385392  (0.456813 s/it)
Iteration  6030: accuracy_at_1 = 45.70%; accuracy_at_5 = 72.66%; loss = 2.220001  (0.457156 s/it)
Iteration  6040: accuracy_at_1 = 32.03%; accuracy_at_5 = 69.53%; loss = 2.458529  (0.457798 s/it)
Iteration  6050: accuracy_at_1 = 39.84%; accuracy_at_5 = 66.41%; loss = 2.434305  (0.458048 s/it)
Iteration  6060: accuracy_at_1 = 43.75%; accuracy_at_5 = 73.83%; loss = 2.097364  (0.457393 s/it)
Iteration  6070: accuracy_at_1 = 40.23%; accuracy_at_5 = 71.48%; loss = 2.177967  (0.456805 s/it)
Iteration  6080: accuracy_at_1 = 33.20%; accuracy_at_5 = 65.23%; loss = 2.487721  (0.456388 s/it)
Iteration  6090: accuracy_at_1 = 39.45%; accuracy_at_5 = 73.44%; loss = 2.270057  (0.455500 s/it)
Iteration  6100: accuracy_at_1 = 41.41%; accuracy_at_5 = 73.44%; loss = 2.206669  (0.455955 s/it)
Iteration  6110: accuracy_at_1 = 42.97%; accuracy_at_5 = 72.27%; loss = 2.256182  (0.456247 s/it)
Iteration  6120: accuracy_at_1 = 35.55%; accuracy_at_5 = 71.88%; loss = 2.310397  (0.455566 s/it)
Iteration  6130: accuracy_at_1 = 41.02%; accuracy_at_5 = 66.02%; loss = 2.378713  (0.455068 s/it)
Iteration  6140: accuracy_at_1 = 41.80%; accuracy_at_5 = 71.48%; loss = 2.170182  (0.456187 s/it)
Iteration  6150: accuracy_at_1 = 33.20%; accuracy_at_5 = 66.80%; loss = 2.531378  (0.457206 s/it)
Iteration  6160: accuracy_at_1 = 41.02%; accuracy_at_5 = 72.27%; loss = 2.287868  (0.457131 s/it)
Iteration  6170: accuracy_at_1 = 42.19%; accuracy_at_5 = 73.44%; loss = 2.134161  (0.456996 s/it)
Iteration  6180: accuracy_at_1 = 37.11%; accuracy_at_5 = 69.92%; loss = 2.277956  (0.457161 s/it)
Iteration  6190: accuracy_at_1 = 39.45%; accuracy_at_5 = 72.27%; loss = 2.154531  (0.457997 s/it)
Iteration  6200: accuracy_at_1 = 41.02%; accuracy_at_5 = 66.02%; loss = 2.353137  (0.457813 s/it)
Iteration  6210: accuracy_at_1 = 38.28%; accuracy_at_5 = 67.19%; loss = 2.338969  (0.456938 s/it)
Iteration  6220: accuracy_at_1 = 37.50%; accuracy_at_5 = 73.83%; loss = 2.285883  (0.455819 s/it)
Iteration  6230: accuracy_at_1 = 39.84%; accuracy_at_5 = 72.27%; loss = 2.271122  (0.455517 s/it)
Iteration  6240: accuracy_at_1 = 44.92%; accuracy_at_5 = 75.00%; loss = 2.087213  (0.455107 s/it)
Iteration  6250: accuracy_at_1 = 38.28%; accuracy_at_5 = 68.75%; loss = 2.330841  (0.456731 s/it)
Iteration  6260: accuracy_at_1 = 45.31%; accuracy_at_5 = 73.44%; loss = 2.068836  (0.455577 s/it)
Iteration  6270: accuracy_at_1 = 41.80%; accuracy_at_5 = 66.02%; loss = 2.382974  (0.455953 s/it)
Iteration  6280: accuracy_at_1 = 36.72%; accuracy_at_5 = 70.31%; loss = 2.399767  (0.456428 s/it)
Iteration  6290: accuracy_at_1 = 46.48%; accuracy_at_5 = 73.83%; loss = 2.216415  (0.457207 s/it)
Iteration  6300: accuracy_at_1 = 42.58%; accuracy_at_5 = 68.36%; loss = 2.292858  (0.456233 s/it)
Iteration  6310: accuracy_at_1 = 34.38%; accuracy_at_5 = 70.70%; loss = 2.305819  (0.457184 s/it)
Iteration  6320: accuracy_at_1 = 36.33%; accuracy_at_5 = 69.92%; loss = 2.225242  (0.457102 s/it)
Iteration  6330: accuracy_at_1 = 39.06%; accuracy_at_5 = 68.75%; loss = 2.293666  (0.456902 s/it)
Iteration  6340: accuracy_at_1 = 34.38%; accuracy_at_5 = 69.53%; loss = 2.423253  (0.457627 s/it)
Iteration  6350: accuracy_at_1 = 32.03%; accuracy_at_5 = 64.45%; loss = 2.551831  (0.455466 s/it)
Iteration  6360: accuracy_at_1 = 38.28%; accuracy_at_5 = 68.75%; loss = 2.383412  (0.455039 s/it)
Iteration  6370: accuracy_at_1 = 38.28%; accuracy_at_5 = 69.14%; loss = 2.302336  (0.456367 s/it)
Iteration  6380: accuracy_at_1 = 39.84%; accuracy_at_5 = 74.22%; loss = 2.176048  (0.456272 s/it)
Iteration  6390: accuracy_at_1 = 38.28%; accuracy_at_5 = 68.36%; loss = 2.324435  (0.456073 s/it)
Iteration  6400: accuracy_at_1 = 39.45%; accuracy_at_5 = 64.45%; loss = 2.346324  (0.455750 s/it)
Iteration  6410: accuracy_at_1 = 45.70%; accuracy_at_5 = 69.14%; loss = 2.182538  (0.457533 s/it)
Iteration  6420: accuracy_at_1 = 40.23%; accuracy_at_5 = 64.84%; loss = 2.418602  (0.457186 s/it)
Iteration  6430: accuracy_at_1 = 39.45%; accuracy_at_5 = 67.19%; loss = 2.408529  (0.457232 s/it)
Iteration  6440: accuracy_at_1 = 35.55%; accuracy_at_5 = 65.62%; loss = 2.595795  (0.456844 s/it)
Iteration  6450: accuracy_at_1 = 46.88%; accuracy_at_5 = 71.88%; loss = 2.131583  (0.457030 s/it)
Iteration  6460: accuracy_at_1 = 43.75%; accuracy_at_5 = 66.41%; loss = 2.340611  (0.456617 s/it)
Iteration  6470: accuracy_at_1 = 44.14%; accuracy_at_5 = 71.09%; loss = 2.266975  (0.455837 s/it)
Iteration  6480: accuracy_at_1 = 34.77%; accuracy_at_5 = 67.97%; loss = 2.375521  (0.456313 s/it)
Iteration  6490: accuracy_at_1 = 41.80%; accuracy_at_5 = 71.48%; loss = 2.190061  (0.456049 s/it)
Iteration  6500: accuracy_at_1 = 39.45%; accuracy_at_5 = 71.48%; loss = 2.236141  (0.455430 s/it)
Iteration  6510: accuracy_at_1 = 32.03%; accuracy_at_5 = 67.19%; loss = 2.468736  (0.455568 s/it)
Iteration  6520: accuracy_at_1 = 41.02%; accuracy_at_5 = 70.31%; loss = 2.312308  (0.455822 s/it)
Iteration  6530: accuracy_at_1 = 41.02%; accuracy_at_5 = 66.80%; loss = 2.416546  (0.456197 s/it)
Iteration  6540: accuracy_at_1 = 41.02%; accuracy_at_5 = 73.05%; loss = 2.252108  (0.457079 s/it)
Iteration  6550: accuracy_at_1 = 31.25%; accuracy_at_5 = 64.45%; loss = 2.540032  (0.457298 s/it)
Iteration  6560: accuracy_at_1 = 32.03%; accuracy_at_5 = 62.50%; loss = 2.583160  (0.456684 s/it)
Iteration  6570: accuracy_at_1 = 34.77%; accuracy_at_5 = 69.14%; loss = 2.353117  (0.456954 s/it)
Iteration  6580: accuracy_at_1 = 30.86%; accuracy_at_5 = 64.06%; loss = 2.656701  (0.457710 s/it)
Iteration  6590: accuracy_at_1 = 39.84%; accuracy_at_5 = 64.84%; loss = 2.484478  (0.457187 s/it)
Iteration  6600: accuracy_at_1 = 36.33%; accuracy_at_5 = 67.58%; loss = 2.399155  (0.455825 s/it)
Iteration  6610: accuracy_at_1 = 39.06%; accuracy_at_5 = 67.97%; loss = 2.388627  (0.455392 s/it)
Iteration  6620: accuracy_at_1 = 39.84%; accuracy_at_5 = 68.75%; loss = 2.345560  (0.455616 s/it)
Iteration  6630: accuracy_at_1 = 36.33%; accuracy_at_5 = 69.92%; loss = 2.327698  (0.455487 s/it)
Iteration  6640: accuracy_at_1 = 39.06%; accuracy_at_5 = 69.92%; loss = 2.321356  (0.456617 s/it)
Iteration  6650: accuracy_at_1 = 46.09%; accuracy_at_5 = 68.36%; loss = 2.224782  (0.455863 s/it)
Iteration  6660: accuracy_at_1 = 43.75%; accuracy_at_5 = 70.31%; loss = 2.262872  (0.456810 s/it)
Iteration  6670: accuracy_at_1 = 36.33%; accuracy_at_5 = 71.48%; loss = 2.274982  (0.456667 s/it)
Iteration  6680: accuracy_at_1 = 42.97%; accuracy_at_5 = 76.17%; loss = 2.148379  (0.457072 s/it)
Iteration  6690: accuracy_at_1 = 41.41%; accuracy_at_5 = 69.92%; loss = 2.311892  (0.456922 s/it)
Iteration  6700: accuracy_at_1 = 36.33%; accuracy_at_5 = 62.89%; loss = 2.580841  (0.457275 s/it)
Iteration  6710: accuracy_at_1 = 41.80%; accuracy_at_5 = 73.05%; loss = 2.144178  (0.456923 s/it)
Iteration  6720: accuracy_at_1 = 37.89%; accuracy_at_5 = 66.02%; loss = 2.386840  (0.456490 s/it)
Iteration  6730: accuracy_at_1 = 36.72%; accuracy_at_5 = 69.92%; loss = 2.314827  (0.455704 s/it)
Iteration  6740: accuracy_at_1 = 42.97%; accuracy_at_5 = 71.48%; loss = 2.182606  (0.455604 s/it)
Iteration  6750: accuracy_at_1 = 38.67%; accuracy_at_5 = 67.97%; loss = 2.443999  (0.455644 s/it)
Iteration  6760: accuracy_at_1 = 35.16%; accuracy_at_5 = 62.11%; loss = 2.546368  (0.456678 s/it)
Iteration  6770: accuracy_at_1 = 38.28%; accuracy_at_5 = 68.75%; loss = 2.323572  (0.456199 s/it)
Iteration  6780: accuracy_at_1 = 38.67%; accuracy_at_5 = 69.14%; loss = 2.340458  (0.455571 s/it)
Iteration  6790: accuracy_at_1 = 40.23%; accuracy_at_5 = 73.05%; loss = 2.206339  (0.457107 s/it)
Iteration  6800: accuracy_at_1 = 36.33%; accuracy_at_5 = 63.28%; loss = 2.365227  (0.457119 s/it)
Iteration  6810: accuracy_at_1 = 44.92%; accuracy_at_5 = 69.14%; loss = 2.238808  (0.456882 s/it)
Iteration  6820: accuracy_at_1 = 41.80%; accuracy_at_5 = 68.36%; loss = 2.269280  (0.456676 s/it)
Iteration  6830: accuracy_at_1 = 36.72%; accuracy_at_5 = 70.31%; loss = 2.281696  (0.456825 s/it)
Iteration  6840: accuracy_at_1 = 42.19%; accuracy_at_5 = 70.70%; loss = 2.258103  (0.457028 s/it)
Iteration  6850: accuracy_at_1 = 39.06%; accuracy_at_5 = 71.09%; loss = 2.277503  (0.457020 s/it)
Iteration  6860: accuracy_at_1 = 42.97%; accuracy_at_5 = 68.75%; loss = 2.284490  (0.455623 s/it)
Iteration  6870: accuracy_at_1 = 44.14%; accuracy_at_5 = 71.09%; loss = 2.226854  (0.455394 s/it)
Iteration  6880: accuracy_at_1 = 37.89%; accuracy_at_5 = 67.97%; loss = 2.358223  (0.455821 s/it)
Iteration  6890: accuracy_at_1 = 35.55%; accuracy_at_5 = 67.97%; loss = 2.466481  (0.456095 s/it)
Iteration  6900: accuracy_at_1 = 37.89%; accuracy_at_5 = 63.67%; loss = 2.456394  (0.455622 s/it)
Iteration  6910: accuracy_at_1 = 35.94%; accuracy_at_5 = 69.53%; loss = 2.388902  (0.455679 s/it)
Iteration  6920: accuracy_at_1 = 39.84%; accuracy_at_5 = 73.05%; loss = 2.268094  (0.457083 s/it)
Iteration  6930: accuracy_at_1 = 40.62%; accuracy_at_5 = 68.75%; loss = 2.332635  (0.457348 s/it)
Iteration  6940: accuracy_at_1 = 37.50%; accuracy_at_5 = 69.53%; loss = 2.304885  (0.457399 s/it)
Iteration  6950: accuracy_at_1 = 42.58%; accuracy_at_5 = 68.36%; loss = 2.257829  (0.457272 s/it)
Iteration  6960: accuracy_at_1 = 41.02%; accuracy_at_5 = 70.70%; loss = 2.261586  (0.456723 s/it)
Iteration  6970: accuracy_at_1 = 33.20%; accuracy_at_5 = 62.89%; loss = 2.493376  (0.457593 s/it)
Iteration  6980: accuracy_at_1 = 39.45%; accuracy_at_5 = 68.75%; loss = 2.357202  (0.456067 s/it)
Iteration  6990: accuracy_at_1 = 41.41%; accuracy_at_5 = 69.53%; loss = 2.272268  (0.455448 s/it)
Iteration  7000: accuracy_at_1 = 35.55%; accuracy_at_5 = 65.62%; loss = 2.502688  (0.456008 s/it)
Iteration  7010: accuracy_at_1 = 36.72%; accuracy_at_5 = 69.53%; loss = 2.241857  (0.455907 s/it)
Iteration  7020: accuracy_at_1 = 34.38%; accuracy_at_5 = 66.41%; loss = 2.475875  (0.456062 s/it)
Iteration  7030: accuracy_at_1 = 36.72%; accuracy_at_5 = 66.41%; loss = 2.474480  (0.457091 s/it)
Iteration  7040: accuracy_at_1 = 33.98%; accuracy_at_5 = 67.58%; loss = 2.375737  (0.456148 s/it)
Iteration  7050: accuracy_at_1 = 34.77%; accuracy_at_5 = 66.41%; loss = 2.378896  (0.457448 s/it)
Iteration  7060: accuracy_at_1 = 37.11%; accuracy_at_5 = 68.75%; loss = 2.285322  (0.457492 s/it)
Iteration  7070: accuracy_at_1 = 36.72%; accuracy_at_5 = 64.45%; loss = 2.519459  (0.457623 s/it)
Iteration  7080: accuracy_at_1 = 39.45%; accuracy_at_5 = 68.36%; loss = 2.334123  (0.457440 s/it)
Iteration  7090: accuracy_at_1 = 36.33%; accuracy_at_5 = 71.09%; loss = 2.258273  (0.457350 s/it)
Iteration  7100: accuracy_at_1 = 36.72%; accuracy_at_5 = 67.58%; loss = 2.422594  (0.458131 s/it)
Iteration  7110: accuracy_at_1 = 51.17%; accuracy_at_5 = 72.66%; loss = 2.131018  (0.455965 s/it)
Iteration  7120: accuracy_at_1 = 35.16%; accuracy_at_5 = 71.48%; loss = 2.258777  (0.455642 s/it)
Iteration  7130: accuracy_at_1 = 39.45%; accuracy_at_5 = 67.19%; loss = 2.353854  (0.456733 s/it)
Iteration  7140: accuracy_at_1 = 39.45%; accuracy_at_5 = 69.53%; loss = 2.269386  (0.455626 s/it)
Iteration  7150: accuracy_at_1 = 39.06%; accuracy_at_5 = 69.92%; loss = 2.289629  (0.455534 s/it)
Iteration  7160: accuracy_at_1 = 32.81%; accuracy_at_5 = 68.75%; loss = 2.488587  (0.455600 s/it)
Iteration  7170: accuracy_at_1 = 38.67%; accuracy_at_5 = 69.53%; loss = 2.345452  (0.456046 s/it)
Iteration  7180: accuracy_at_1 = 40.23%; accuracy_at_5 = 70.70%; loss = 2.271829  (0.457119 s/it)
Iteration  7190: accuracy_at_1 = 39.45%; accuracy_at_5 = 71.88%; loss = 2.253191  (0.457126 s/it)
Iteration  7200: accuracy_at_1 = 44.92%; accuracy_at_5 = 71.09%; loss = 2.197653  (0.457049 s/it)
Iteration  7210: accuracy_at_1 = 41.02%; accuracy_at_5 = 68.36%; loss = 2.315417  (0.457157 s/it)
Iteration  7220: accuracy_at_1 = 41.02%; accuracy_at_5 = 66.80%; loss = 2.418800  (0.456779 s/it)
Iteration  7230: accuracy_at_1 = 40.62%; accuracy_at_5 = 67.97%; loss = 2.302684  (0.456890 s/it)
Iteration  7240: accuracy_at_1 = 41.80%; accuracy_at_5 = 70.70%; loss = 2.268621  (0.456179 s/it)
Iteration  7250: accuracy_at_1 = 40.23%; accuracy_at_5 = 68.36%; loss = 2.318738  (0.455773 s/it)
Iteration  7260: accuracy_at_1 = 32.03%; accuracy_at_5 = 70.70%; loss = 2.484078  (0.456796 s/it)
Iteration  7270: accuracy_at_1 = 43.36%; accuracy_at_5 = 71.09%; loss = 2.140879  (0.456570 s/it)
Iteration  7280: accuracy_at_1 = 40.62%; accuracy_at_5 = 73.44%; loss = 2.168246  (0.455633 s/it)
Iteration  7290: accuracy_at_1 = 39.84%; accuracy_at_5 = 67.58%; loss = 2.374333  (0.456068 s/it)
Iteration  7300: accuracy_at_1 = 39.45%; accuracy_at_5 = 72.27%; loss = 2.258676  (0.456620 s/it)
Iteration  7310: accuracy_at_1 = 41.80%; accuracy_at_5 = 73.05%; loss = 2.180746  (0.460754 s/it)
Iteration  7320: accuracy_at_1 = 36.33%; accuracy_at_5 = 66.80%; loss = 2.400268  (0.457614 s/it)
Iteration  7330: accuracy_at_1 = 37.11%; accuracy_at_5 = 74.61%; loss = 2.295671  (0.457161 s/it)
Iteration  7340: accuracy_at_1 = 37.50%; accuracy_at_5 = 67.58%; loss = 2.366021  (0.456906 s/it)
Iteration  7350: accuracy_at_1 = 38.67%; accuracy_at_5 = 69.14%; loss = 2.318691  (0.456674 s/it)
Iteration  7360: accuracy_at_1 = 45.31%; accuracy_at_5 = 74.61%; loss = 2.140625  (0.456643 s/it)
Iteration  7370: accuracy_at_1 = 42.97%; accuracy_at_5 = 71.88%; loss = 2.218193  (0.455322 s/it)
Iteration  7380: accuracy_at_1 = 43.75%; accuracy_at_5 = 69.53%; loss = 2.256931  (0.455616 s/it)
Iteration  7390: accuracy_at_1 = 40.62%; accuracy_at_5 = 68.75%; loss = 2.398846  (0.455450 s/it)
Iteration  7400: accuracy_at_1 = 40.23%; accuracy_at_5 = 65.62%; loss = 2.339518  (0.455481 s/it)
Iteration  7410: accuracy_at_1 = 43.75%; accuracy_at_5 = 74.61%; loss = 2.129499  (0.455433 s/it)
Iteration  7420: accuracy_at_1 = 41.80%; accuracy_at_5 = 73.83%; loss = 2.187518  (0.456719 s/it)
Iteration  7430: accuracy_at_1 = 36.33%; accuracy_at_5 = 66.41%; loss = 2.338446  (0.456732 s/it)
Iteration  7440: accuracy_at_1 = 37.89%; accuracy_at_5 = 66.41%; loss = 2.484060  (0.456842 s/it)
Iteration  7450: accuracy_at_1 = 44.92%; accuracy_at_5 = 66.80%; loss = 2.346974  (0.456936 s/it)
Iteration  7460: accuracy_at_1 = 38.28%; accuracy_at_5 = 71.88%; loss = 2.354721  (0.457256 s/it)
Iteration  7470: accuracy_at_1 = 40.23%; accuracy_at_5 = 69.53%; loss = 2.270928  (0.457656 s/it)
Iteration  7480: accuracy_at_1 = 39.45%; accuracy_at_5 = 67.97%; loss = 2.270375  (0.457216 s/it)
Iteration  7490: accuracy_at_1 = 42.58%; accuracy_at_5 = 69.92%; loss = 2.224717  (0.457402 s/it)
Iteration  7500: accuracy_at_1 = 37.50%; accuracy_at_5 = 68.75%; loss = 2.321541  (0.455810 s/it)
Iteration  7510: accuracy_at_1 = 35.55%; accuracy_at_5 = 69.92%; loss = 2.501676  (0.455898 s/it)
Iteration  7520: accuracy_at_1 = 39.06%; accuracy_at_5 = 70.70%; loss = 2.259202  (0.455516 s/it)
Iteration  7530: accuracy_at_1 = 37.50%; accuracy_at_5 = 63.67%; loss = 2.429993  (0.455706 s/it)
Iteration  7540: accuracy_at_1 = 34.77%; accuracy_at_5 = 65.62%; loss = 2.486294  (0.455521 s/it)
Iteration  7550: accuracy_at_1 = 34.38%; accuracy_at_5 = 67.58%; loss = 2.411866  (0.455411 s/it)
Iteration  7560: accuracy_at_1 = 37.11%; accuracy_at_5 = 71.88%; loss = 2.321810  (0.456534 s/it)
Iteration  7570: accuracy_at_1 = 37.50%; accuracy_at_5 = 67.97%; loss = 2.308984  (0.456732 s/it)
Iteration  7580: accuracy_at_1 = 37.11%; accuracy_at_5 = 67.58%; loss = 2.347840  (0.457065 s/it)
Iteration  7590: accuracy_at_1 = 38.67%; accuracy_at_5 = 68.36%; loss = 2.324544  (0.456541 s/it)
Iteration  7600: accuracy_at_1 = 42.19%; accuracy_at_5 = 70.70%; loss = 2.261407  (0.456772 s/it)
Iteration  7610: accuracy_at_1 = 39.06%; accuracy_at_5 = 67.97%; loss = 2.300368  (0.456964 s/it)
Iteration  7620: accuracy_at_1 = 40.62%; accuracy_at_5 = 69.53%; loss = 2.246521  (0.455782 s/it)
Iteration  7630: accuracy_at_1 = 38.28%; accuracy_at_5 = 69.92%; loss = 2.345125  (0.456015 s/it)
Iteration  7640: accuracy_at_1 = 38.28%; accuracy_at_5 = 67.97%; loss = 2.379922  (0.455915 s/it)
