libdc1394 error: Failed to initialize libdc1394
Training net...

Iteration     0: accuracy_at_1 = 65.62%; accuracy_at_5 = 79.69%; loss = 1.568943 
Iteration  2330: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.883744  (1.399856 s/it)
Iteration  2340: accuracy_at_1 = 59.38%; accuracy_at_5 = 81.25%; loss = 1.711529  (1.400176 s/it)
Iteration  2350: accuracy_at_1 = 57.81%; accuracy_at_5 = 81.25%; loss = 1.602824  (1.401027 s/it)
Iteration  2360: accuracy_at_1 = 57.81%; accuracy_at_5 = 85.94%; loss = 1.351462  (1.400890 s/it)
Iteration  2370: accuracy_at_1 = 45.31%; accuracy_at_5 = 85.94%; loss = 1.876199  (1.399702 s/it)
Iteration  2380: accuracy_at_1 = 48.44%; accuracy_at_5 = 73.44%; loss = 1.946254  (1.400144 s/it)
Iteration  2390: accuracy_at_1 = 56.25%; accuracy_at_5 = 81.25%; loss = 1.685104  (1.399692 s/it)
Iteration  2400: accuracy_at_1 = 50.00%; accuracy_at_5 = 84.38%; loss = 1.711478  (1.399378 s/it)
Iteration  2410: accuracy_at_1 = 45.31%; accuracy_at_5 = 75.00%; loss = 1.990350  (1.400987 s/it)
Iteration  2420: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.784622  (1.399570 s/it)
Iteration  2430: accuracy_at_1 = 59.38%; accuracy_at_5 = 87.50%; loss = 1.552573  (1.400898 s/it)
Iteration  2440: accuracy_at_1 = 57.81%; accuracy_at_5 = 82.81%; loss = 1.787595  (1.400342 s/it)
Iteration  2450: accuracy_at_1 = 56.25%; accuracy_at_5 = 84.38%; loss = 1.572466  (1.400018 s/it)
Iteration  2460: accuracy_at_1 = 50.00%; accuracy_at_5 = 81.25%; loss = 1.761099  (1.400519 s/it)
Iteration  2470: accuracy_at_1 = 53.12%; accuracy_at_5 = 79.69%; loss = 1.634525  (1.400582 s/it)
Iteration  2480: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.811214  (1.400299 s/it)
Iteration  2490: accuracy_at_1 = 60.94%; accuracy_at_5 = 84.38%; loss = 1.553019  (1.399735 s/it)
Iteration  2500: accuracy_at_1 = 45.31%; accuracy_at_5 = 75.00%; loss = 1.859436  (1.400648 s/it)
Iteration  2510: accuracy_at_1 = 48.44%; accuracy_at_5 = 73.44%; loss = 1.951134  (1.399911 s/it)
Iteration  2520: accuracy_at_1 = 54.69%; accuracy_at_5 = 78.12%; loss = 1.725971  (1.400426 s/it)
Iteration  2530: accuracy_at_1 = 48.44%; accuracy_at_5 = 84.38%; loss = 1.700275  (1.400645 s/it)
Iteration  2540: accuracy_at_1 = 57.81%; accuracy_at_5 = 78.12%; loss = 1.696796  (1.401038 s/it)
Iteration  2550: accuracy_at_1 = 40.62%; accuracy_at_5 = 81.25%; loss = 1.925032  (1.400875 s/it)
Iteration  2560: accuracy_at_1 = 43.75%; accuracy_at_5 = 82.81%; loss = 1.863378  (1.400362 s/it)
Iteration  2570: accuracy_at_1 = 50.00%; accuracy_at_5 = 90.62%; loss = 1.582001  (1.400208 s/it)
Iteration  2580: accuracy_at_1 = 56.25%; accuracy_at_5 = 82.81%; loss = 1.575076  (1.400366 s/it)
Iteration  2590: accuracy_at_1 = 57.81%; accuracy_at_5 = 78.12%; loss = 1.773013  (1.400268 s/it)
Iteration  2600: accuracy_at_1 = 43.75%; accuracy_at_5 = 76.56%; loss = 2.027101  (1.400914 s/it)
Iteration  2610: accuracy_at_1 = 50.00%; accuracy_at_5 = 89.06%; loss = 1.649209  (1.400709 s/it)
Iteration  2620: accuracy_at_1 = 62.50%; accuracy_at_5 = 85.94%; loss = 1.535542  (1.400418 s/it)
Iteration  2630: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.903759  (1.400211 s/it)
Iteration  2640: accuracy_at_1 = 50.00%; accuracy_at_5 = 81.25%; loss = 1.844194  (1.399884 s/it)
Iteration  2650: accuracy_at_1 = 42.19%; accuracy_at_5 = 73.44%; loss = 1.997035  (1.400315 s/it)
Iteration  2660: accuracy_at_1 = 59.38%; accuracy_at_5 = 87.50%; loss = 1.478848  (1.400000 s/it)
Iteration  2670: accuracy_at_1 = 46.88%; accuracy_at_5 = 81.25%; loss = 1.742478  (1.400133 s/it)
Iteration  2680: accuracy_at_1 = 42.19%; accuracy_at_5 = 78.12%; loss = 2.079002  (1.400491 s/it)
Iteration  2690: accuracy_at_1 = 54.69%; accuracy_at_5 = 82.81%; loss = 1.564453  (1.400365 s/it)
Iteration  2700: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.774879  (1.400194 s/it)
Iteration  2710: accuracy_at_1 = 50.00%; accuracy_at_5 = 81.25%; loss = 1.685829  (1.400873 s/it)
Iteration  2720: accuracy_at_1 = 46.88%; accuracy_at_5 = 70.31%; loss = 1.954995  (1.400225 s/it)
Iteration  2730: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.762724  (1.400308 s/it)
Iteration  2740: accuracy_at_1 = 56.25%; accuracy_at_5 = 78.12%; loss = 1.801586  (1.402319 s/it)
Iteration  2750: accuracy_at_1 = 45.31%; accuracy_at_5 = 81.25%; loss = 1.724008  (1.401120 s/it)
Iteration  2760: accuracy_at_1 = 56.25%; accuracy_at_5 = 79.69%; loss = 1.709739  (1.399912 s/it)
Iteration  2770: accuracy_at_1 = 45.31%; accuracy_at_5 = 79.69%; loss = 2.100479  (1.400617 s/it)
Iteration  2780: accuracy_at_1 = 60.94%; accuracy_at_5 = 76.56%; loss = 1.697421  (1.401091 s/it)
Iteration  2790: accuracy_at_1 = 46.88%; accuracy_at_5 = 78.12%; loss = 1.810921  (1.400297 s/it)
Iteration  2800: accuracy_at_1 = 46.88%; accuracy_at_5 = 81.25%; loss = 1.877024  (1.400343 s/it)
Iteration  2810: accuracy_at_1 = 45.31%; accuracy_at_5 = 73.44%; loss = 2.079995  (1.400181 s/it)
Iteration  2820: accuracy_at_1 = 53.12%; accuracy_at_5 = 89.06%; loss = 1.462090  (1.399064 s/it)
Iteration  2830: accuracy_at_1 = 37.50%; accuracy_at_5 = 73.44%; loss = 2.066928  (1.399877 s/it)
Iteration  2840: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.949905  (1.399975 s/it)
Iteration  2850: accuracy_at_1 = 43.75%; accuracy_at_5 = 79.69%; loss = 1.871823  (1.400410 s/it)
Iteration  2860: accuracy_at_1 = 57.81%; accuracy_at_5 = 76.56%; loss = 1.719476  (1.400591 s/it)
Iteration  2870: accuracy_at_1 = 48.44%; accuracy_at_5 = 81.25%; loss = 2.063343  (1.399783 s/it)
Iteration  2880: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.651521  (1.401611 s/it)
Iteration  2890: accuracy_at_1 = 46.88%; accuracy_at_5 = 73.44%; loss = 2.110637  (1.400102 s/it)
Iteration  2900: accuracy_at_1 = 45.31%; accuracy_at_5 = 81.25%; loss = 1.826255  (1.401265 s/it)
Iteration  2910: accuracy_at_1 = 45.31%; accuracy_at_5 = 81.25%; loss = 1.713899  (1.400612 s/it)
Iteration  2920: accuracy_at_1 = 48.44%; accuracy_at_5 = 84.38%; loss = 1.711967  (1.400439 s/it)
Iteration  2930: accuracy_at_1 = 56.25%; accuracy_at_5 = 85.94%; loss = 1.582645  (1.400236 s/it)
Iteration  2940: accuracy_at_1 = 56.25%; accuracy_at_5 = 90.62%; loss = 1.410709  (1.399931 s/it)
Iteration  2950: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.741825  (1.399732 s/it)
Iteration  2960: accuracy_at_1 = 46.88%; accuracy_at_5 = 75.00%; loss = 1.949319  (1.400281 s/it)
Iteration  2970: accuracy_at_1 = 57.81%; accuracy_at_5 = 82.81%; loss = 1.515171  (1.400566 s/it)
Iteration  2980: accuracy_at_1 = 57.81%; accuracy_at_5 = 92.19%; loss = 1.343882  (1.399379 s/it)
Iteration  2990: accuracy_at_1 = 53.12%; accuracy_at_5 = 82.81%; loss = 1.768314  (1.399117 s/it)
Iteration  3000: accuracy_at_1 = 54.69%; accuracy_at_5 = 76.56%; loss = 1.860902  (1.399724 s/it)
Iteration  3010: accuracy_at_1 = 50.00%; accuracy_at_5 = 90.62%; loss = 1.462220  (1.401541 s/it)
Iteration  3020: accuracy_at_1 = 40.62%; accuracy_at_5 = 76.56%; loss = 1.995751  (1.400165 s/it)
Iteration  3030: accuracy_at_1 = 48.44%; accuracy_at_5 = 75.00%; loss = 1.798401  (1.400990 s/it)
Iteration  3040: accuracy_at_1 = 62.50%; accuracy_at_5 = 76.56%; loss = 1.672059  (1.400798 s/it)
Iteration  3050: accuracy_at_1 = 50.00%; accuracy_at_5 = 78.12%; loss = 1.834446  (1.400085 s/it)
Iteration  3060: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.796584  (1.399731 s/it)
Iteration  3070: accuracy_at_1 = 70.31%; accuracy_at_5 = 84.38%; loss = 1.495540  (1.399604 s/it)
Iteration  3080: accuracy_at_1 = 53.12%; accuracy_at_5 = 87.50%; loss = 1.492381  (1.399687 s/it)
Iteration  3090: accuracy_at_1 = 56.25%; accuracy_at_5 = 84.38%; loss = 1.606457  (1.400666 s/it)
Iteration  3100: accuracy_at_1 = 57.81%; accuracy_at_5 = 84.38%; loss = 1.487606  (1.399784 s/it)
Iteration  3110: accuracy_at_1 = 46.88%; accuracy_at_5 = 76.56%; loss = 1.920156  (1.399316 s/it)
Iteration  3120: accuracy_at_1 = 64.06%; accuracy_at_5 = 81.25%; loss = 1.472914  (1.400429 s/it)
Iteration  3130: accuracy_at_1 = 42.19%; accuracy_at_5 = 81.25%; loss = 1.984259  (1.401358 s/it)
Iteration  3140: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.965542  (1.399385 s/it)
Iteration  3150: accuracy_at_1 = 56.25%; accuracy_at_5 = 79.69%; loss = 1.730966  (1.399988 s/it)
Iteration  3160: accuracy_at_1 = 45.31%; accuracy_at_5 = 76.56%; loss = 1.938908  (1.400511 s/it)
Iteration  3170: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.647077  (1.400790 s/it)
Iteration  3180: accuracy_at_1 = 43.75%; accuracy_at_5 = 87.50%; loss = 1.747488  (1.399279 s/it)
Iteration  3190: accuracy_at_1 = 54.69%; accuracy_at_5 = 79.69%; loss = 1.853230  (1.399572 s/it)
Iteration  3200: accuracy_at_1 = 57.81%; accuracy_at_5 = 87.50%; loss = 1.474675  (1.401020 s/it)
Iteration  3210: accuracy_at_1 = 57.81%; accuracy_at_5 = 81.25%; loss = 1.699926  (1.400659 s/it)
Iteration  3220: accuracy_at_1 = 48.44%; accuracy_at_5 = 76.56%; loss = 1.954570  (1.400160 s/it)
Iteration  3230: accuracy_at_1 = 48.44%; accuracy_at_5 = 87.50%; loss = 1.582949  (1.400257 s/it)
Iteration  3240: accuracy_at_1 = 43.75%; accuracy_at_5 = 82.81%; loss = 1.810442  (1.400027 s/it)
Iteration  3250: accuracy_at_1 = 51.56%; accuracy_at_5 = 79.69%; loss = 1.906995  (1.400702 s/it)
Iteration  3260: accuracy_at_1 = 46.88%; accuracy_at_5 = 75.00%; loss = 1.918394  (1.400537 s/it)
Iteration  3270: accuracy_at_1 = 50.00%; accuracy_at_5 = 81.25%; loss = 1.781222  (1.399005 s/it)
Iteration  3280: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.869090  (1.399782 s/it)
Iteration  3290: accuracy_at_1 = 48.44%; accuracy_at_5 = 78.12%; loss = 1.975577  (1.400517 s/it)
Iteration  3300: accuracy_at_1 = 42.19%; accuracy_at_5 = 70.31%; loss = 2.291596  (1.400477 s/it)
Iteration  3310: accuracy_at_1 = 48.44%; accuracy_at_5 = 75.00%; loss = 1.826339  (1.400249 s/it)
Iteration  3320: accuracy_at_1 = 48.44%; accuracy_at_5 = 82.81%; loss = 1.810622  (1.400427 s/it)
Iteration  3330: accuracy_at_1 = 57.81%; accuracy_at_5 = 84.38%; loss = 1.604406  (1.399690 s/it)
Iteration  3340: accuracy_at_1 = 50.00%; accuracy_at_5 = 84.38%; loss = 1.685188  (1.399414 s/it)
Iteration  3350: accuracy_at_1 = 43.75%; accuracy_at_5 = 81.25%; loss = 1.688145  (1.400292 s/it)
Iteration  3360: accuracy_at_1 = 53.12%; accuracy_at_5 = 79.69%; loss = 1.838841  (1.400093 s/it)
Iteration  3370: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.632784  (1.400401 s/it)
Iteration  3380: accuracy_at_1 = 53.12%; accuracy_at_5 = 82.81%; loss = 1.652414  (1.400170 s/it)
Iteration  3390: accuracy_at_1 = 48.44%; accuracy_at_5 = 76.56%; loss = 1.946861  (1.400252 s/it)
Iteration  3400: accuracy_at_1 = 56.25%; accuracy_at_5 = 76.56%; loss = 1.585368  (1.399671 s/it)
Iteration  3410: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.697163  (1.400808 s/it)
Iteration  3420: accuracy_at_1 = 46.88%; accuracy_at_5 = 78.12%; loss = 1.768223  (1.399890 s/it)
Iteration  3430: accuracy_at_1 = 51.56%; accuracy_at_5 = 85.94%; loss = 1.600546  (1.399472 s/it)
Iteration  3440: accuracy_at_1 = 43.75%; accuracy_at_5 = 81.25%; loss = 1.912916  (1.399938 s/it)
Iteration  3450: accuracy_at_1 = 35.94%; accuracy_at_5 = 67.19%; loss = 2.347293  (1.400347 s/it)
Iteration  3460: accuracy_at_1 = 54.69%; accuracy_at_5 = 92.19%; loss = 1.413705  (1.399725 s/it)
Iteration  3470: accuracy_at_1 = 54.69%; accuracy_at_5 = 82.81%; loss = 1.703215  (1.399345 s/it)
Iteration  3480: accuracy_at_1 = 48.44%; accuracy_at_5 = 78.12%; loss = 1.782545  (1.399881 s/it)
Iteration  3490: accuracy_at_1 = 56.25%; accuracy_at_5 = 82.81%; loss = 1.610299  (1.401309 s/it)
Iteration  3500: accuracy_at_1 = 50.00%; accuracy_at_5 = 75.00%; loss = 1.754199  (1.399083 s/it)
Iteration  3510: accuracy_at_1 = 56.25%; accuracy_at_5 = 89.06%; loss = 1.587205  (1.399850 s/it)
Iteration  3520: accuracy_at_1 = 42.19%; accuracy_at_5 = 78.12%; loss = 1.830372  (1.400953 s/it)
Iteration  3530: accuracy_at_1 = 50.00%; accuracy_at_5 = 87.50%; loss = 1.560487  (1.400461 s/it)
Iteration  3540: accuracy_at_1 = 62.50%; accuracy_at_5 = 84.38%; loss = 1.538405  (1.401631 s/it)
Iteration  3550: accuracy_at_1 = 40.62%; accuracy_at_5 = 84.38%; loss = 1.783663  (1.401696 s/it)
Iteration  3560: accuracy_at_1 = 45.31%; accuracy_at_5 = 81.25%; loss = 1.950368  (1.400639 s/it)
Iteration  3570: accuracy_at_1 = 54.69%; accuracy_at_5 = 82.81%; loss = 1.606337  (1.401643 s/it)
Iteration  3580: accuracy_at_1 = 56.25%; accuracy_at_5 = 76.56%; loss = 1.842329  (1.402438 s/it)
Iteration  3590: accuracy_at_1 = 50.00%; accuracy_at_5 = 79.69%; loss = 1.965348  (1.401625 s/it)
Iteration  3600: accuracy_at_1 = 53.12%; accuracy_at_5 = 78.12%; loss = 1.939767  (1.399998 s/it)
Iteration  3610: accuracy_at_1 = 64.06%; accuracy_at_5 = 81.25%; loss = 1.594287  (1.400505 s/it)
Iteration  3620: accuracy_at_1 = 54.69%; accuracy_at_5 = 84.38%; loss = 1.621097  (1.400016 s/it)
Iteration  3630: accuracy_at_1 = 50.00%; accuracy_at_5 = 78.12%; loss = 1.820201  (1.398388 s/it)
Iteration  3640: accuracy_at_1 = 39.06%; accuracy_at_5 = 71.88%; loss = 2.004298  (1.400144 s/it)
Iteration  3650: accuracy_at_1 = 56.25%; accuracy_at_5 = 87.50%; loss = 1.485026  (1.400229 s/it)
Iteration  3660: accuracy_at_1 = 43.75%; accuracy_at_5 = 81.25%; loss = 1.855340  (1.399577 s/it)
Iteration  3670: accuracy_at_1 = 54.69%; accuracy_at_5 = 78.12%; loss = 1.743464  (1.399468 s/it)
Iteration  3680: accuracy_at_1 = 57.81%; accuracy_at_5 = 84.38%; loss = 1.642725  (1.400761 s/it)
Iteration  3690: accuracy_at_1 = 48.44%; accuracy_at_5 = 71.88%; loss = 2.059450  (1.399763 s/it)
Iteration  3700: accuracy_at_1 = 62.50%; accuracy_at_5 = 85.94%; loss = 1.540181  (1.400472 s/it)
Iteration  3710: accuracy_at_1 = 50.00%; accuracy_at_5 = 85.94%; loss = 1.709999  (1.400884 s/it)
Iteration  3720: accuracy_at_1 = 59.38%; accuracy_at_5 = 89.06%; loss = 1.408371  (1.399868 s/it)
Iteration  3730: accuracy_at_1 = 62.50%; accuracy_at_5 = 87.50%; loss = 1.429166  (1.401422 s/it)
Iteration  3740: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.912475  (1.401267 s/it)
Iteration  3750: accuracy_at_1 = 53.12%; accuracy_at_5 = 73.44%; loss = 1.821563  (1.400667 s/it)
Iteration  3760: accuracy_at_1 = 46.88%; accuracy_at_5 = 84.38%; loss = 1.754940  (1.399228 s/it)
Iteration  3770: accuracy_at_1 = 59.38%; accuracy_at_5 = 82.81%; loss = 1.571171  (1.400408 s/it)
Iteration  3780: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.790285  (1.400470 s/it)
Iteration  3790: accuracy_at_1 = 54.69%; accuracy_at_5 = 89.06%; loss = 1.573901  (1.400035 s/it)
Iteration  3800: accuracy_at_1 = 48.44%; accuracy_at_5 = 81.25%; loss = 1.610080  (1.401461 s/it)
Iteration  3810: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.651046  (1.400200 s/it)
Iteration  3820: accuracy_at_1 = 53.12%; accuracy_at_5 = 84.38%; loss = 1.649425  (1.400384 s/it)
Iteration  3830: accuracy_at_1 = 54.69%; accuracy_at_5 = 84.38%; loss = 1.825484  (1.399573 s/it)
Iteration  3840: accuracy_at_1 = 50.00%; accuracy_at_5 = 79.69%; loss = 1.749968  (1.399911 s/it)
Iteration  3850: accuracy_at_1 = 35.94%; accuracy_at_5 = 76.56%; loss = 2.218150  (1.399980 s/it)
Iteration  3860: accuracy_at_1 = 62.50%; accuracy_at_5 = 81.25%; loss = 1.516919  (1.399584 s/it)
Iteration  3870: accuracy_at_1 = 37.50%; accuracy_at_5 = 76.56%; loss = 2.223341  (1.399864 s/it)
Iteration  3880: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.659047  (1.399910 s/it)
Iteration  3890: accuracy_at_1 = 50.00%; accuracy_at_5 = 92.19%; loss = 1.475653  (1.400119 s/it)
Iteration  3900: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.874619  (1.400802 s/it)
Iteration  3910: accuracy_at_1 = 59.38%; accuracy_at_5 = 81.25%; loss = 1.572832  (1.401561 s/it)
Iteration  3920: accuracy_at_1 = 42.19%; accuracy_at_5 = 75.00%; loss = 2.157159  (1.400175 s/it)
Iteration  3930: accuracy_at_1 = 50.00%; accuracy_at_5 = 81.25%; loss = 1.591135  (1.400760 s/it)
Iteration  3940: accuracy_at_1 = 54.69%; accuracy_at_5 = 78.12%; loss = 1.905072  (1.399857 s/it)
Iteration  3950: accuracy_at_1 = 50.00%; accuracy_at_5 = 85.94%; loss = 1.616833  (1.400152 s/it)
Iteration  3960: accuracy_at_1 = 59.38%; accuracy_at_5 = 89.06%; loss = 1.458802  (1.400446 s/it)
Iteration  3970: accuracy_at_1 = 53.12%; accuracy_at_5 = 85.94%; loss = 1.642512  (1.401328 s/it)
Iteration  3980: accuracy_at_1 = 56.25%; accuracy_at_5 = 92.19%; loss = 1.430561  (1.399202 s/it)
Iteration  3990: accuracy_at_1 = 57.81%; accuracy_at_5 = 85.94%; loss = 1.489283  (1.400587 s/it)
Iteration  4000: accuracy_at_1 = 59.38%; accuracy_at_5 = 93.75%; loss = 1.185295  (1.399974 s/it)
Iteration  4010: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.854028  (1.399523 s/it)
Iteration  4020: accuracy_at_1 = 51.56%; accuracy_at_5 = 79.69%; loss = 1.814967  (1.400507 s/it)
Iteration  4030: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.668294  (1.400147 s/it)
Iteration  4040: accuracy_at_1 = 53.12%; accuracy_at_5 = 84.38%; loss = 1.536273  (1.399912 s/it)
Iteration  4050: accuracy_at_1 = 54.69%; accuracy_at_5 = 71.88%; loss = 1.897453  (1.400540 s/it)
Iteration  4060: accuracy_at_1 = 50.00%; accuracy_at_5 = 76.56%; loss = 1.690735  (1.400896 s/it)
Iteration  4070: accuracy_at_1 = 45.31%; accuracy_at_5 = 76.56%; loss = 1.977460  (1.400469 s/it)
Iteration  4080: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.814550  (1.399485 s/it)
Iteration  4090: accuracy_at_1 = 50.00%; accuracy_at_5 = 92.19%; loss = 1.518670  (1.400387 s/it)
Iteration  4100: accuracy_at_1 = 53.12%; accuracy_at_5 = 76.56%; loss = 1.920777  (1.399939 s/it)
Iteration  4110: accuracy_at_1 = 57.81%; accuracy_at_5 = 82.81%; loss = 1.419096  (1.400023 s/it)
Iteration  4120: accuracy_at_1 = 48.44%; accuracy_at_5 = 71.88%; loss = 2.013972  (1.399922 s/it)
Iteration  4130: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.695269  (1.399301 s/it)
Iteration  4140: accuracy_at_1 = 48.44%; accuracy_at_5 = 75.00%; loss = 2.047329  (1.399510 s/it)
Iteration  4150: accuracy_at_1 = 53.12%; accuracy_at_5 = 84.38%; loss = 1.683581  (1.400345 s/it)
Iteration  4160: accuracy_at_1 = 57.81%; accuracy_at_5 = 78.12%; loss = 1.693240  (1.399323 s/it)
Iteration  4170: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.722194  (1.399410 s/it)
Iteration  4180: accuracy_at_1 = 56.25%; accuracy_at_5 = 89.06%; loss = 1.436365  (1.398840 s/it)
Iteration  4190: accuracy_at_1 = 42.19%; accuracy_at_5 = 70.31%; loss = 2.093144  (1.399391 s/it)
Iteration  4200: accuracy_at_1 = 51.56%; accuracy_at_5 = 78.12%; loss = 1.716734  (1.399307 s/it)
Iteration  4210: accuracy_at_1 = 60.94%; accuracy_at_5 = 85.94%; loss = 1.525191  (1.399738 s/it)
Iteration  4220: accuracy_at_1 = 43.75%; accuracy_at_5 = 73.44%; loss = 2.066540  (1.399560 s/it)
Iteration  4230: accuracy_at_1 = 51.56%; accuracy_at_5 = 79.69%; loss = 1.831106  (1.399436 s/it)
Iteration  4240: accuracy_at_1 = 67.19%; accuracy_at_5 = 79.69%; loss = 1.514715  (1.398796 s/it)
Iteration  4250: accuracy_at_1 = 51.56%; accuracy_at_5 = 85.94%; loss = 1.619445  (1.399596 s/it)
Iteration  4260: accuracy_at_1 = 43.75%; accuracy_at_5 = 70.31%; loss = 2.224436  (1.399953 s/it)
Iteration  4270: accuracy_at_1 = 59.38%; accuracy_at_5 = 82.81%; loss = 1.536159  (1.399812 s/it)
Iteration  4280: accuracy_at_1 = 60.94%; accuracy_at_5 = 87.50%; loss = 1.451702  (1.399824 s/it)
Iteration  4290: accuracy_at_1 = 54.69%; accuracy_at_5 = 79.69%; loss = 1.716891  (1.400024 s/it)
Iteration  4300: accuracy_at_1 = 46.88%; accuracy_at_5 = 89.06%; loss = 1.722433  (1.400460 s/it)
Iteration  4310: accuracy_at_1 = 62.50%; accuracy_at_5 = 87.50%; loss = 1.407296  (1.399976 s/it)
Iteration  4320: accuracy_at_1 = 59.38%; accuracy_at_5 = 92.19%; loss = 1.390920  (1.399416 s/it)
Iteration  4330: accuracy_at_1 = 43.75%; accuracy_at_5 = 79.69%; loss = 1.871881  (1.398777 s/it)
Iteration  4340: accuracy_at_1 = 50.00%; accuracy_at_5 = 78.12%; loss = 1.805947  (1.399439 s/it)
Iteration  4350: accuracy_at_1 = 53.12%; accuracy_at_5 = 84.38%; loss = 1.658040  (1.399579 s/it)
Iteration  4360: accuracy_at_1 = 56.25%; accuracy_at_5 = 75.00%; loss = 1.695631  (1.399131 s/it)
Iteration  4370: accuracy_at_1 = 43.75%; accuracy_at_5 = 82.81%; loss = 1.898396  (1.400902 s/it)
Iteration  4380: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.762087  (1.401057 s/it)
Iteration  4390: accuracy_at_1 = 54.69%; accuracy_at_5 = 79.69%; loss = 1.553067  (1.400097 s/it)
Iteration  4400: accuracy_at_1 = 46.88%; accuracy_at_5 = 82.81%; loss = 1.822559  (1.400185 s/it)
Iteration  4410: accuracy_at_1 = 60.94%; accuracy_at_5 = 84.38%; loss = 1.453960  (1.401213 s/it)
Iteration  4420: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.528801  (1.400494 s/it)
Iteration  4430: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.642026  (1.400724 s/it)
Iteration  4440: accuracy_at_1 = 57.81%; accuracy_at_5 = 78.12%; loss = 1.844291  (1.401156 s/it)
Iteration  4450: accuracy_at_1 = 62.50%; accuracy_at_5 = 87.50%; loss = 1.464807  (1.402328 s/it)
Iteration  4460: accuracy_at_1 = 62.50%; accuracy_at_5 = 82.81%; loss = 1.588036  (1.399986 s/it)
Iteration  4470: accuracy_at_1 = 56.25%; accuracy_at_5 = 85.94%; loss = 1.605946  (1.401094 s/it)
Iteration  4480: accuracy_at_1 = 50.00%; accuracy_at_5 = 78.12%; loss = 1.908549  (1.400433 s/it)
Iteration  4490: accuracy_at_1 = 53.12%; accuracy_at_5 = 76.56%; loss = 1.761290  (1.399910 s/it)
Iteration  4500: accuracy_at_1 = 62.50%; accuracy_at_5 = 82.81%; loss = 1.458581  (1.400247 s/it)
Iteration  4510: accuracy_at_1 = 46.88%; accuracy_at_5 = 73.44%; loss = 2.032091  (1.400549 s/it)
Iteration  4520: accuracy_at_1 = 59.38%; accuracy_at_5 = 81.25%; loss = 1.463907  (1.399801 s/it)
Iteration  4530: accuracy_at_1 = 54.69%; accuracy_at_5 = 85.94%; loss = 1.661805  (1.400080 s/it)
Iteration  4540: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.816955  (1.400563 s/it)
Iteration  4550: accuracy_at_1 = 53.12%; accuracy_at_5 = 89.06%; loss = 1.694967  (1.400920 s/it)
Iteration  4560: accuracy_at_1 = 40.62%; accuracy_at_5 = 68.75%; loss = 2.233066  (1.399532 s/it)
Iteration  4570: accuracy_at_1 = 62.50%; accuracy_at_5 = 90.62%; loss = 1.250527  (1.400542 s/it)
Iteration  4580: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.685335  (1.399513 s/it)
Iteration  4590: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.680528  (1.401105 s/it)
Iteration  4600: accuracy_at_1 = 56.25%; accuracy_at_5 = 82.81%; loss = 1.752149  (1.400923 s/it)
Iteration  4610: accuracy_at_1 = 51.56%; accuracy_at_5 = 76.56%; loss = 1.846234  (1.400876 s/it)
Iteration  4620: accuracy_at_1 = 60.94%; accuracy_at_5 = 87.50%; loss = 1.460600  (1.400695 s/it)
Iteration  4630: accuracy_at_1 = 42.19%; accuracy_at_5 = 71.88%; loss = 2.007510  (1.400353 s/it)
Iteration  4640: accuracy_at_1 = 59.38%; accuracy_at_5 = 84.38%; loss = 1.521289  (1.400634 s/it)
