libdc1394 error: Failed to initialize libdc1394
Training net...

Iteration     0: accuracy_at_1 = 65.62%; accuracy_at_5 = 79.69%; loss = 1.568146 
Iteration  2330: accuracy_at_1 = 53.12%; accuracy_at_5 = 82.81%; loss = 1.886023  (1.404262 s/it)
Iteration  2340: accuracy_at_1 = 59.38%; accuracy_at_5 = 81.25%; loss = 1.711814  (1.403026 s/it)
Iteration  2350: accuracy_at_1 = 57.81%; accuracy_at_5 = 81.25%; loss = 1.607211  (1.404703 s/it)
Iteration  2360: accuracy_at_1 = 57.81%; accuracy_at_5 = 85.94%; loss = 1.356813  (1.403454 s/it)
Iteration  2370: accuracy_at_1 = 46.88%; accuracy_at_5 = 85.94%; loss = 1.876718  (1.403706 s/it)
Iteration  2380: accuracy_at_1 = 50.00%; accuracy_at_5 = 73.44%; loss = 1.943563  (1.403165 s/it)
Iteration  2390: accuracy_at_1 = 56.25%; accuracy_at_5 = 81.25%; loss = 1.685315  (1.403694 s/it)
Iteration  2400: accuracy_at_1 = 50.00%; accuracy_at_5 = 84.38%; loss = 1.714655  (1.404117 s/it)
Iteration  2410: accuracy_at_1 = 45.31%; accuracy_at_5 = 76.56%; loss = 1.987174  (1.403131 s/it)
Iteration  2420: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.787728  (1.403758 s/it)
Iteration  2430: accuracy_at_1 = 59.38%; accuracy_at_5 = 87.50%; loss = 1.554866  (1.404135 s/it)
Iteration  2440: accuracy_at_1 = 57.81%; accuracy_at_5 = 82.81%; loss = 1.788650  (1.403227 s/it)
Iteration  2450: accuracy_at_1 = 56.25%; accuracy_at_5 = 84.38%; loss = 1.576249  (1.403808 s/it)
Iteration  2460: accuracy_at_1 = 50.00%; accuracy_at_5 = 81.25%; loss = 1.760996  (1.404570 s/it)
Iteration  2470: accuracy_at_1 = 53.12%; accuracy_at_5 = 79.69%; loss = 1.635383  (1.403820 s/it)
Iteration  2480: accuracy_at_1 = 54.69%; accuracy_at_5 = 81.25%; loss = 1.804731  (1.403760 s/it)
Iteration  2490: accuracy_at_1 = 60.94%; accuracy_at_5 = 84.38%; loss = 1.554133  (1.404173 s/it)
Iteration  2500: accuracy_at_1 = 45.31%; accuracy_at_5 = 75.00%; loss = 1.858565  (1.404355 s/it)
Iteration  2510: accuracy_at_1 = 48.44%; accuracy_at_5 = 73.44%; loss = 1.947124  (1.403350 s/it)
Iteration  2520: accuracy_at_1 = 54.69%; accuracy_at_5 = 78.12%; loss = 1.725218  (1.404326 s/it)
Iteration  2530: accuracy_at_1 = 46.88%; accuracy_at_5 = 85.94%; loss = 1.700432  (1.403799 s/it)
Iteration  2540: accuracy_at_1 = 57.81%; accuracy_at_5 = 78.12%; loss = 1.701265  (1.402715 s/it)
Iteration  2550: accuracy_at_1 = 42.19%; accuracy_at_5 = 81.25%; loss = 1.920747  (1.403527 s/it)
Iteration  2560: accuracy_at_1 = 43.75%; accuracy_at_5 = 82.81%; loss = 1.865415  (1.403230 s/it)
Iteration  2570: accuracy_at_1 = 50.00%; accuracy_at_5 = 92.19%; loss = 1.585366  (1.403048 s/it)
Iteration  2580: accuracy_at_1 = 54.69%; accuracy_at_5 = 82.81%; loss = 1.578003  (1.403653 s/it)
Iteration  2590: accuracy_at_1 = 57.81%; accuracy_at_5 = 78.12%; loss = 1.772725  (1.404131 s/it)
Iteration  2600: accuracy_at_1 = 45.31%; accuracy_at_5 = 75.00%; loss = 2.023537  (1.403303 s/it)
Iteration  2610: accuracy_at_1 = 50.00%; accuracy_at_5 = 89.06%; loss = 1.652301  (1.403886 s/it)
Iteration  2620: accuracy_at_1 = 62.50%; accuracy_at_5 = 85.94%; loss = 1.538668  (1.403947 s/it)
Iteration  2630: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.907315  (1.403666 s/it)
Iteration  2640: accuracy_at_1 = 50.00%; accuracy_at_5 = 82.81%; loss = 1.844805  (1.404333 s/it)
Iteration  2650: accuracy_at_1 = 42.19%; accuracy_at_5 = 73.44%; loss = 1.998235  (1.404004 s/it)
Iteration  2660: accuracy_at_1 = 59.38%; accuracy_at_5 = 87.50%; loss = 1.482757  (1.403937 s/it)
Iteration  2670: accuracy_at_1 = 46.88%; accuracy_at_5 = 81.25%; loss = 1.746019  (1.402910 s/it)
Iteration  2680: accuracy_at_1 = 42.19%; accuracy_at_5 = 76.56%; loss = 2.075863  (1.405337 s/it)
Iteration  2690: accuracy_at_1 = 54.69%; accuracy_at_5 = 82.81%; loss = 1.563653  (1.403892 s/it)
Iteration  2700: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.774588  (1.404958 s/it)
Iteration  2710: accuracy_at_1 = 50.00%; accuracy_at_5 = 81.25%; loss = 1.689905  (1.404862 s/it)
Iteration  2720: accuracy_at_1 = 46.88%; accuracy_at_5 = 70.31%; loss = 1.953573  (1.404920 s/it)
Iteration  2730: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.765277  (1.403665 s/it)
Iteration  2740: accuracy_at_1 = 56.25%; accuracy_at_5 = 78.12%; loss = 1.803594  (1.405022 s/it)
Iteration  2750: accuracy_at_1 = 45.31%; accuracy_at_5 = 81.25%; loss = 1.727838  (1.403920 s/it)
Iteration  2760: accuracy_at_1 = 56.25%; accuracy_at_5 = 79.69%; loss = 1.709503  (1.403767 s/it)
Iteration  2770: accuracy_at_1 = 45.31%; accuracy_at_5 = 78.12%; loss = 2.097461  (1.403516 s/it)
Iteration  2780: accuracy_at_1 = 60.94%; accuracy_at_5 = 76.56%; loss = 1.699696  (1.404560 s/it)
Iteration  2790: accuracy_at_1 = 46.88%; accuracy_at_5 = 78.12%; loss = 1.807961  (1.403798 s/it)
Iteration  2800: accuracy_at_1 = 45.31%; accuracy_at_5 = 81.25%; loss = 1.877967  (1.406066 s/it)
Iteration  2810: accuracy_at_1 = 45.31%; accuracy_at_5 = 73.44%; loss = 2.079740  (1.405091 s/it)
Iteration  2820: accuracy_at_1 = 53.12%; accuracy_at_5 = 89.06%; loss = 1.466407  (1.403797 s/it)
Iteration  2830: accuracy_at_1 = 37.50%; accuracy_at_5 = 73.44%; loss = 2.062484  (1.403858 s/it)
Iteration  2840: accuracy_at_1 = 48.44%; accuracy_at_5 = 78.12%; loss = 1.950843  (1.404992 s/it)
Iteration  2850: accuracy_at_1 = 43.75%; accuracy_at_5 = 79.69%; loss = 1.869390  (1.403659 s/it)
Iteration  2860: accuracy_at_1 = 57.81%; accuracy_at_5 = 76.56%; loss = 1.719625  (1.403963 s/it)
Iteration  2870: accuracy_at_1 = 48.44%; accuracy_at_5 = 81.25%; loss = 2.061110  (1.402838 s/it)
Iteration  2880: accuracy_at_1 = 50.00%; accuracy_at_5 = 82.81%; loss = 1.652652  (1.404368 s/it)
Iteration  2890: accuracy_at_1 = 46.88%; accuracy_at_5 = 73.44%; loss = 2.108311  (1.403208 s/it)
Iteration  2900: accuracy_at_1 = 45.31%; accuracy_at_5 = 81.25%; loss = 1.828416  (1.403511 s/it)
Iteration  2910: accuracy_at_1 = 46.88%; accuracy_at_5 = 81.25%; loss = 1.718079  (1.404164 s/it)
Iteration  2920: accuracy_at_1 = 48.44%; accuracy_at_5 = 84.38%; loss = 1.714103  (1.402961 s/it)
Iteration  2930: accuracy_at_1 = 57.81%; accuracy_at_5 = 85.94%; loss = 1.585123  (1.404036 s/it)
Iteration  2940: accuracy_at_1 = 56.25%; accuracy_at_5 = 90.62%; loss = 1.414415  (1.404107 s/it)
Iteration  2950: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.741766  (1.403138 s/it)
Iteration  2960: accuracy_at_1 = 45.31%; accuracy_at_5 = 73.44%; loss = 1.947673  (1.404269 s/it)
Iteration  2970: accuracy_at_1 = 59.38%; accuracy_at_5 = 82.81%; loss = 1.518626  (1.403816 s/it)
Iteration  2980: accuracy_at_1 = 59.38%; accuracy_at_5 = 92.19%; loss = 1.350516  (1.402852 s/it)
Iteration  2990: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.768058  (1.402550 s/it)
Iteration  3000: accuracy_at_1 = 53.12%; accuracy_at_5 = 76.56%; loss = 1.863711  (1.403704 s/it)
Iteration  3010: accuracy_at_1 = 50.00%; accuracy_at_5 = 89.06%; loss = 1.465652  (1.403293 s/it)
Iteration  3020: accuracy_at_1 = 37.50%; accuracy_at_5 = 76.56%; loss = 1.999623  (1.403167 s/it)
Iteration  3030: accuracy_at_1 = 48.44%; accuracy_at_5 = 75.00%; loss = 1.798945  (1.404245 s/it)
Iteration  3040: accuracy_at_1 = 62.50%; accuracy_at_5 = 76.56%; loss = 1.674306  (1.403132 s/it)
Iteration  3050: accuracy_at_1 = 48.44%; accuracy_at_5 = 78.12%; loss = 1.836977  (1.403078 s/it)
Iteration  3060: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.798894  (1.402308 s/it)
Iteration  3070: accuracy_at_1 = 70.31%; accuracy_at_5 = 82.81%; loss = 1.499703  (1.404067 s/it)
Iteration  3080: accuracy_at_1 = 53.12%; accuracy_at_5 = 87.50%; loss = 1.498277  (1.403459 s/it)
Iteration  3090: accuracy_at_1 = 56.25%; accuracy_at_5 = 84.38%; loss = 1.607452  (1.403565 s/it)
Iteration  3100: accuracy_at_1 = 56.25%; accuracy_at_5 = 84.38%; loss = 1.488578  (1.404693 s/it)
Iteration  3110: accuracy_at_1 = 46.88%; accuracy_at_5 = 76.56%; loss = 1.922770  (1.403268 s/it)
Iteration  3120: accuracy_at_1 = 64.06%; accuracy_at_5 = 81.25%; loss = 1.474863  (1.402955 s/it)
Iteration  3130: accuracy_at_1 = 42.19%; accuracy_at_5 = 81.25%; loss = 1.980157  (1.405046 s/it)
Iteration  3140: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.967737  (1.403540 s/it)
Iteration  3150: accuracy_at_1 = 56.25%; accuracy_at_5 = 79.69%; loss = 1.729986  (1.402949 s/it)
Iteration  3160: accuracy_at_1 = 45.31%; accuracy_at_5 = 75.00%; loss = 1.939301  (1.404381 s/it)
Iteration  3170: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.650188  (1.403955 s/it)
Iteration  3180: accuracy_at_1 = 43.75%; accuracy_at_5 = 87.50%; loss = 1.749089  (1.402777 s/it)
Iteration  3190: accuracy_at_1 = 56.25%; accuracy_at_5 = 79.69%; loss = 1.855220  (1.404267 s/it)
Iteration  3200: accuracy_at_1 = 56.25%; accuracy_at_5 = 87.50%; loss = 1.474487  (1.404601 s/it)
Iteration  3210: accuracy_at_1 = 57.81%; accuracy_at_5 = 81.25%; loss = 1.700279  (1.402933 s/it)
Iteration  3220: accuracy_at_1 = 48.44%; accuracy_at_5 = 78.12%; loss = 1.954042  (1.404091 s/it)
Iteration  3230: accuracy_at_1 = 50.00%; accuracy_at_5 = 87.50%; loss = 1.581263  (1.403687 s/it)
Iteration  3240: accuracy_at_1 = 42.19%; accuracy_at_5 = 82.81%; loss = 1.808073  (1.404195 s/it)
Iteration  3250: accuracy_at_1 = 51.56%; accuracy_at_5 = 79.69%; loss = 1.906520  (1.405310 s/it)
Iteration  3260: accuracy_at_1 = 46.88%; accuracy_at_5 = 75.00%; loss = 1.917568  (1.403881 s/it)
Iteration  3270: accuracy_at_1 = 50.00%; accuracy_at_5 = 81.25%; loss = 1.782053  (1.403655 s/it)
Iteration  3280: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.864677  (1.405202 s/it)
Iteration  3290: accuracy_at_1 = 43.75%; accuracy_at_5 = 76.56%; loss = 1.976272  (1.403904 s/it)
Iteration  3300: accuracy_at_1 = 42.19%; accuracy_at_5 = 71.88%; loss = 2.289481  (1.403659 s/it)
Iteration  3310: accuracy_at_1 = 48.44%; accuracy_at_5 = 75.00%; loss = 1.826860  (1.404858 s/it)
Iteration  3320: accuracy_at_1 = 48.44%; accuracy_at_5 = 82.81%; loss = 1.810871  (1.404432 s/it)
Iteration  3330: accuracy_at_1 = 57.81%; accuracy_at_5 = 84.38%; loss = 1.604297  (1.405419 s/it)
Iteration  3340: accuracy_at_1 = 50.00%; accuracy_at_5 = 84.38%; loss = 1.686073  (1.403111 s/it)
Iteration  3350: accuracy_at_1 = 45.31%; accuracy_at_5 = 81.25%; loss = 1.686695  (1.404045 s/it)
Iteration  3360: accuracy_at_1 = 53.12%; accuracy_at_5 = 79.69%; loss = 1.840480  (1.403917 s/it)
Iteration  3370: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.636028  (1.403959 s/it)
Iteration  3380: accuracy_at_1 = 53.12%; accuracy_at_5 = 84.38%; loss = 1.652440  (1.404344 s/it)
Iteration  3390: accuracy_at_1 = 48.44%; accuracy_at_5 = 76.56%; loss = 1.950534  (1.405337 s/it)
Iteration  3400: accuracy_at_1 = 54.69%; accuracy_at_5 = 76.56%; loss = 1.587429  (1.403990 s/it)
Iteration  3410: accuracy_at_1 = 51.56%; accuracy_at_5 = 85.94%; loss = 1.703172  (1.405313 s/it)
Iteration  3420: accuracy_at_1 = 46.88%; accuracy_at_5 = 78.12%; loss = 1.768398  (1.403755 s/it)
Iteration  3430: accuracy_at_1 = 51.56%; accuracy_at_5 = 85.94%; loss = 1.601265  (1.404794 s/it)
Iteration  3440: accuracy_at_1 = 45.31%; accuracy_at_5 = 81.25%; loss = 1.915869  (1.405234 s/it)
Iteration  3450: accuracy_at_1 = 35.94%; accuracy_at_5 = 67.19%; loss = 2.340969  (1.404472 s/it)
Iteration  3460: accuracy_at_1 = 53.12%; accuracy_at_5 = 92.19%; loss = 1.417947  (1.405047 s/it)
Iteration  3470: accuracy_at_1 = 54.69%; accuracy_at_5 = 82.81%; loss = 1.705763  (1.405238 s/it)
Iteration  3480: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.779417  (1.404789 s/it)
Iteration  3490: accuracy_at_1 = 56.25%; accuracy_at_5 = 82.81%; loss = 1.613833  (1.405121 s/it)
Iteration  3500: accuracy_at_1 = 50.00%; accuracy_at_5 = 75.00%; loss = 1.751863  (1.404161 s/it)
Iteration  3510: accuracy_at_1 = 56.25%; accuracy_at_5 = 89.06%; loss = 1.590246  (1.405718 s/it)
Iteration  3520: accuracy_at_1 = 42.19%; accuracy_at_5 = 78.12%; loss = 1.827956  (1.405873 s/it)
Iteration  3530: accuracy_at_1 = 50.00%; accuracy_at_5 = 87.50%; loss = 1.563849  (1.404640 s/it)
Iteration  3540: accuracy_at_1 = 62.50%; accuracy_at_5 = 84.38%; loss = 1.538880  (1.405760 s/it)
Iteration  3550: accuracy_at_1 = 40.62%; accuracy_at_5 = 84.38%; loss = 1.782335  (1.406957 s/it)
Iteration  3560: accuracy_at_1 = 45.31%; accuracy_at_5 = 82.81%; loss = 1.951182  (1.404956 s/it)
Iteration  3570: accuracy_at_1 = 54.69%; accuracy_at_5 = 84.38%; loss = 1.607494  (1.404680 s/it)
Iteration  3580: accuracy_at_1 = 56.25%; accuracy_at_5 = 76.56%; loss = 1.841160  (1.405651 s/it)
Iteration  3590: accuracy_at_1 = 50.00%; accuracy_at_5 = 81.25%; loss = 1.968711  (1.404136 s/it)
Iteration  3600: accuracy_at_1 = 53.12%; accuracy_at_5 = 78.12%; loss = 1.939517  (1.404781 s/it)
Iteration  3610: accuracy_at_1 = 64.06%; accuracy_at_5 = 81.25%; loss = 1.598269  (1.405169 s/it)
Iteration  3620: accuracy_at_1 = 54.69%; accuracy_at_5 = 84.38%; loss = 1.622207  (1.405140 s/it)
Iteration  3630: accuracy_at_1 = 50.00%; accuracy_at_5 = 78.12%; loss = 1.820311  (1.403959 s/it)
Iteration  3640: accuracy_at_1 = 39.06%; accuracy_at_5 = 71.88%; loss = 2.007089  (1.405451 s/it)
Iteration  3650: accuracy_at_1 = 56.25%; accuracy_at_5 = 87.50%; loss = 1.486838  (1.403977 s/it)
Iteration  3660: accuracy_at_1 = 43.75%; accuracy_at_5 = 81.25%; loss = 1.858117  (1.403561 s/it)
Iteration  3670: accuracy_at_1 = 54.69%; accuracy_at_5 = 78.12%; loss = 1.742878  (1.403611 s/it)
Iteration  3680: accuracy_at_1 = 57.81%; accuracy_at_5 = 84.38%; loss = 1.646313  (1.404260 s/it)
Iteration  3690: accuracy_at_1 = 48.44%; accuracy_at_5 = 71.88%; loss = 2.058673  (1.407541 s/it)
Iteration  3700: accuracy_at_1 = 62.50%; accuracy_at_5 = 85.94%; loss = 1.541446  (1.407439 s/it)
Iteration  3710: accuracy_at_1 = 51.56%; accuracy_at_5 = 85.94%; loss = 1.709604  (1.405231 s/it)
Iteration  3720: accuracy_at_1 = 59.38%; accuracy_at_5 = 89.06%; loss = 1.415062  (1.403567 s/it)
Iteration  3730: accuracy_at_1 = 62.50%; accuracy_at_5 = 87.50%; loss = 1.433245  (1.404098 s/it)
Iteration  3740: accuracy_at_1 = 46.88%; accuracy_at_5 = 81.25%; loss = 1.911508  (1.405313 s/it)
Iteration  3750: accuracy_at_1 = 53.12%; accuracy_at_5 = 73.44%; loss = 1.825338  (1.403892 s/it)
Iteration  3760: accuracy_at_1 = 46.88%; accuracy_at_5 = 84.38%; loss = 1.754258  (1.403687 s/it)
Iteration  3770: accuracy_at_1 = 59.38%; accuracy_at_5 = 82.81%; loss = 1.572582  (1.405394 s/it)
Iteration  3780: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.792375  (1.404134 s/it)
Iteration  3790: accuracy_at_1 = 54.69%; accuracy_at_5 = 89.06%; loss = 1.571856  (1.404558 s/it)
Iteration  3800: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.612839  (1.404519 s/it)
Iteration  3810: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.653084  (1.404536 s/it)
Iteration  3820: accuracy_at_1 = 53.12%; accuracy_at_5 = 85.94%; loss = 1.650934  (1.402802 s/it)
Iteration  3830: accuracy_at_1 = 53.12%; accuracy_at_5 = 82.81%; loss = 1.825785  (1.404030 s/it)
Iteration  3840: accuracy_at_1 = 50.00%; accuracy_at_5 = 79.69%; loss = 1.750976  (1.404437 s/it)
Iteration  3850: accuracy_at_1 = 35.94%; accuracy_at_5 = 76.56%; loss = 2.216215  (1.402973 s/it)
Iteration  3860: accuracy_at_1 = 62.50%; accuracy_at_5 = 81.25%; loss = 1.518684  (1.404369 s/it)
Iteration  3870: accuracy_at_1 = 37.50%; accuracy_at_5 = 76.56%; loss = 2.219266  (1.404610 s/it)
Iteration  3880: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.660841  (1.404228 s/it)
Iteration  3890: accuracy_at_1 = 50.00%; accuracy_at_5 = 92.19%; loss = 1.479613  (1.403687 s/it)
Iteration  3900: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.879199  (1.404743 s/it)
Iteration  3910: accuracy_at_1 = 59.38%; accuracy_at_5 = 81.25%; loss = 1.574693  (1.404909 s/it)
Iteration  3920: accuracy_at_1 = 42.19%; accuracy_at_5 = 75.00%; loss = 2.156174  (1.404485 s/it)
Iteration  3930: accuracy_at_1 = 50.00%; accuracy_at_5 = 82.81%; loss = 1.593565  (1.404849 s/it)
Iteration  3940: accuracy_at_1 = 54.69%; accuracy_at_5 = 78.12%; loss = 1.899786  (1.404217 s/it)
Iteration  3950: accuracy_at_1 = 50.00%; accuracy_at_5 = 85.94%; loss = 1.616941  (1.403563 s/it)
Iteration  3960: accuracy_at_1 = 59.38%; accuracy_at_5 = 89.06%; loss = 1.462891  (1.405220 s/it)
Iteration  3970: accuracy_at_1 = 53.12%; accuracy_at_5 = 85.94%; loss = 1.646716  (1.404737 s/it)
Iteration  3980: accuracy_at_1 = 56.25%; accuracy_at_5 = 92.19%; loss = 1.432008  (1.403794 s/it)
Iteration  3990: accuracy_at_1 = 57.81%; accuracy_at_5 = 85.94%; loss = 1.493814  (1.404400 s/it)
Iteration  4000: accuracy_at_1 = 59.38%; accuracy_at_5 = 93.75%; loss = 1.190572  (1.404270 s/it)
Iteration  4010: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.854726  (1.403101 s/it)
Iteration  4020: accuracy_at_1 = 51.56%; accuracy_at_5 = 79.69%; loss = 1.813615  (1.404342 s/it)
Iteration  4030: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.671615  (1.405364 s/it)
Iteration  4040: accuracy_at_1 = 53.12%; accuracy_at_5 = 84.38%; loss = 1.541549  (1.404205 s/it)
Iteration  4050: accuracy_at_1 = 54.69%; accuracy_at_5 = 71.88%; loss = 1.897449  (1.404033 s/it)
Iteration  4060: accuracy_at_1 = 50.00%; accuracy_at_5 = 76.56%; loss = 1.692953  (1.404494 s/it)
Iteration  4070: accuracy_at_1 = 45.31%; accuracy_at_5 = 76.56%; loss = 1.976532  (1.403570 s/it)
Iteration  4080: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.818081  (1.403418 s/it)
Iteration  4090: accuracy_at_1 = 50.00%; accuracy_at_5 = 92.19%; loss = 1.521588  (1.404748 s/it)
Iteration  4100: accuracy_at_1 = 53.12%; accuracy_at_5 = 76.56%; loss = 1.922435  (1.403921 s/it)
Iteration  4110: accuracy_at_1 = 57.81%; accuracy_at_5 = 84.38%; loss = 1.424950  (1.403134 s/it)
Iteration  4120: accuracy_at_1 = 48.44%; accuracy_at_5 = 71.88%; loss = 2.014335  (1.404390 s/it)
Iteration  4130: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.694234  (1.403191 s/it)
Iteration  4140: accuracy_at_1 = 48.44%; accuracy_at_5 = 75.00%; loss = 2.047127  (1.403468 s/it)
Iteration  4150: accuracy_at_1 = 53.12%; accuracy_at_5 = 84.38%; loss = 1.681852  (1.404037 s/it)
Iteration  4160: accuracy_at_1 = 57.81%; accuracy_at_5 = 78.12%; loss = 1.692872  (1.405178 s/it)
Iteration  4170: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.724662  (1.403690 s/it)
Iteration  4180: accuracy_at_1 = 56.25%; accuracy_at_5 = 89.06%; loss = 1.440616  (1.403550 s/it)
Iteration  4190: accuracy_at_1 = 40.62%; accuracy_at_5 = 70.31%; loss = 2.090002  (1.403454 s/it)
Iteration  4200: accuracy_at_1 = 51.56%; accuracy_at_5 = 78.12%; loss = 1.720992  (1.402584 s/it)
Iteration  4210: accuracy_at_1 = 60.94%; accuracy_at_5 = 85.94%; loss = 1.523287  (1.403580 s/it)
Iteration  4220: accuracy_at_1 = 43.75%; accuracy_at_5 = 73.44%; loss = 2.065332  (1.404184 s/it)
Iteration  4230: accuracy_at_1 = 51.56%; accuracy_at_5 = 79.69%; loss = 1.828209  (1.403422 s/it)
Iteration  4240: accuracy_at_1 = 67.19%; accuracy_at_5 = 79.69%; loss = 1.517906  (1.404003 s/it)
Iteration  4250: accuracy_at_1 = 50.00%; accuracy_at_5 = 85.94%; loss = 1.623728  (1.404095 s/it)
Iteration  4260: accuracy_at_1 = 43.75%; accuracy_at_5 = 71.88%; loss = 2.217591  (1.403944 s/it)
Iteration  4270: accuracy_at_1 = 59.38%; accuracy_at_5 = 82.81%; loss = 1.539585  (1.402622 s/it)
Iteration  4280: accuracy_at_1 = 60.94%; accuracy_at_5 = 87.50%; loss = 1.459198  (1.403772 s/it)
Iteration  4290: accuracy_at_1 = 54.69%; accuracy_at_5 = 79.69%; loss = 1.719555  (1.403939 s/it)
Iteration  4300: accuracy_at_1 = 46.88%; accuracy_at_5 = 89.06%; loss = 1.725880  (1.404439 s/it)
Iteration  4310: accuracy_at_1 = 64.06%; accuracy_at_5 = 87.50%; loss = 1.409922  (1.403239 s/it)
Iteration  4320: accuracy_at_1 = 59.38%; accuracy_at_5 = 92.19%; loss = 1.396446  (1.403462 s/it)
Iteration  4330: accuracy_at_1 = 43.75%; accuracy_at_5 = 81.25%; loss = 1.875555  (1.403843 s/it)
Iteration  4340: accuracy_at_1 = 50.00%; accuracy_at_5 = 78.12%; loss = 1.808280  (1.404386 s/it)
Iteration  4350: accuracy_at_1 = 53.12%; accuracy_at_5 = 84.38%; loss = 1.660161  (1.405056 s/it)
Iteration  4360: accuracy_at_1 = 54.69%; accuracy_at_5 = 75.00%; loss = 1.694063  (1.403805 s/it)
Iteration  4370: accuracy_at_1 = 43.75%; accuracy_at_5 = 82.81%; loss = 1.896720  (1.403534 s/it)
Iteration  4380: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.766626  (1.404036 s/it)
Iteration  4390: accuracy_at_1 = 54.69%; accuracy_at_5 = 79.69%; loss = 1.554086  (1.403594 s/it)
Iteration  4400: accuracy_at_1 = 48.44%; accuracy_at_5 = 82.81%; loss = 1.823721  (1.404959 s/it)
Iteration  4410: accuracy_at_1 = 60.94%; accuracy_at_5 = 84.38%; loss = 1.453573  (1.405302 s/it)
Iteration  4420: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.529434  (1.403899 s/it)
Iteration  4430: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.642269  (1.402555 s/it)
Iteration  4440: accuracy_at_1 = 56.25%; accuracy_at_5 = 79.69%; loss = 1.844071  (1.403641 s/it)
Iteration  4450: accuracy_at_1 = 62.50%; accuracy_at_5 = 89.06%; loss = 1.467786  (1.404027 s/it)
Iteration  4460: accuracy_at_1 = 62.50%; accuracy_at_5 = 82.81%; loss = 1.589731  (1.403595 s/it)
Iteration  4470: accuracy_at_1 = 56.25%; accuracy_at_5 = 85.94%; loss = 1.609609  (1.403848 s/it)
Iteration  4480: accuracy_at_1 = 53.12%; accuracy_at_5 = 78.12%; loss = 1.911208  (1.403764 s/it)
Iteration  4490: accuracy_at_1 = 53.12%; accuracy_at_5 = 75.00%; loss = 1.763998  (1.403321 s/it)
Iteration  4500: accuracy_at_1 = 62.50%; accuracy_at_5 = 82.81%; loss = 1.460349  (1.404524 s/it)
Iteration  4510: accuracy_at_1 = 46.88%; accuracy_at_5 = 71.88%; loss = 2.031622  (1.404919 s/it)
Iteration  4520: accuracy_at_1 = 57.81%; accuracy_at_5 = 81.25%; loss = 1.467147  (1.403731 s/it)
Iteration  4530: accuracy_at_1 = 56.25%; accuracy_at_5 = 85.94%; loss = 1.665236  (1.403317 s/it)
Iteration  4540: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.817685  (1.404289 s/it)
Iteration  4550: accuracy_at_1 = 53.12%; accuracy_at_5 = 89.06%; loss = 1.698529  (1.404082 s/it)
Iteration  4560: accuracy_at_1 = 40.62%; accuracy_at_5 = 68.75%; loss = 2.232892  (1.403070 s/it)
Iteration  4570: accuracy_at_1 = 62.50%; accuracy_at_5 = 92.19%; loss = 1.256020  (1.404053 s/it)
Iteration  4580: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.688535  (1.403254 s/it)
Iteration  4590: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.686856  (1.403889 s/it)
Iteration  4600: accuracy_at_1 = 56.25%; accuracy_at_5 = 82.81%; loss = 1.753752  (1.404335 s/it)
Iteration  4610: accuracy_at_1 = 51.56%; accuracy_at_5 = 76.56%; loss = 1.844549  (1.404039 s/it)
Iteration  4620: accuracy_at_1 = 59.38%; accuracy_at_5 = 87.50%; loss = 1.464432  (1.403062 s/it)
Iteration  4630: accuracy_at_1 = 42.19%; accuracy_at_5 = 71.88%; loss = 2.007195  (1.403524 s/it)
Iteration  4640: accuracy_at_1 = 59.38%; accuracy_at_5 = 84.38%; loss = 1.526202  (1.405009 s/it)
