libdc1394 error: Failed to initialize libdc1394
Training net...

Iteration     0: accuracy_at_1 =  0.00%; accuracy_at_5 =  6.25%; loss = 4.605170 
Iteration  2330: accuracy_at_1 = 12.50%; accuracy_at_5 = 42.19%; loss = 3.333187  (1.405725 s/it)
Iteration  2340: accuracy_at_1 = 23.44%; accuracy_at_5 = 53.12%; loss = 3.126593  (1.404478 s/it)
Iteration  2350: accuracy_at_1 = 20.31%; accuracy_at_5 = 46.88%; loss = 3.381052  (1.405719 s/it)
Iteration  2360: accuracy_at_1 = 25.00%; accuracy_at_5 = 46.88%; loss = 2.972255  (1.404372 s/it)
Iteration  2370: accuracy_at_1 = 15.62%; accuracy_at_5 = 50.00%; loss = 3.286756  (1.403777 s/it)
Iteration  2380: accuracy_at_1 = 28.12%; accuracy_at_5 = 48.44%; loss = 3.234032  (1.404624 s/it)
Iteration  2390: accuracy_at_1 = 20.31%; accuracy_at_5 = 46.88%; loss = 3.241356  (1.405363 s/it)
Iteration  2400: accuracy_at_1 = 17.19%; accuracy_at_5 = 35.94%; loss = 3.371780  (1.405403 s/it)
Iteration  2410: accuracy_at_1 = 25.00%; accuracy_at_5 = 40.62%; loss = 3.418169  (1.404458 s/it)
Iteration  2420: accuracy_at_1 = 28.12%; accuracy_at_5 = 57.81%; loss = 3.128035  (1.405099 s/it)
Iteration  2430: accuracy_at_1 = 17.19%; accuracy_at_5 = 50.00%; loss = 3.248322  (1.406050 s/it)
Iteration  2440: accuracy_at_1 = 15.62%; accuracy_at_5 = 51.56%; loss = 3.343964  (1.404720 s/it)
Iteration  2450: accuracy_at_1 = 21.88%; accuracy_at_5 = 43.75%; loss = 3.055935  (1.405456 s/it)
Iteration  2460: accuracy_at_1 = 14.06%; accuracy_at_5 = 35.94%; loss = 3.568406  (1.405485 s/it)
Iteration  2470: accuracy_at_1 = 18.75%; accuracy_at_5 = 48.44%; loss = 3.361959  (1.404016 s/it)
Iteration  2480: accuracy_at_1 = 26.56%; accuracy_at_5 = 53.12%; loss = 3.272485  (1.404003 s/it)
Iteration  2490: accuracy_at_1 = 25.00%; accuracy_at_5 = 57.81%; loss = 3.070631  (1.404476 s/it)
Iteration  2500: accuracy_at_1 = 15.62%; accuracy_at_5 = 51.56%; loss = 3.170527  (1.404244 s/it)
Iteration  2510: accuracy_at_1 = 17.19%; accuracy_at_5 = 46.88%; loss = 3.193416  (1.403768 s/it)
Iteration  2520: accuracy_at_1 = 23.44%; accuracy_at_5 = 51.56%; loss = 2.965966  (1.404983 s/it)
Iteration  2530: accuracy_at_1 = 18.75%; accuracy_at_5 = 43.75%; loss = 3.095241  (1.404841 s/it)
Iteration  2540: accuracy_at_1 = 17.19%; accuracy_at_5 = 39.06%; loss = 3.361350  (1.404607 s/it)
Iteration  2550: accuracy_at_1 = 15.62%; accuracy_at_5 = 37.50%; loss = 3.396227  (1.405034 s/it)
Iteration  2560: accuracy_at_1 = 12.50%; accuracy_at_5 = 48.44%; loss = 3.411290  (1.405843 s/it)
Iteration  2570: accuracy_at_1 = 26.56%; accuracy_at_5 = 50.00%; loss = 3.104621  (1.404248 s/it)
Iteration  2580: accuracy_at_1 = 26.56%; accuracy_at_5 = 51.56%; loss = 3.150407  (1.404614 s/it)
Iteration  2590: accuracy_at_1 = 17.19%; accuracy_at_5 = 43.75%; loss = 3.110390  (1.405292 s/it)
Iteration  2600: accuracy_at_1 = 17.19%; accuracy_at_5 = 39.06%; loss = 3.479927  (1.404001 s/it)
Iteration  2610: accuracy_at_1 = 12.50%; accuracy_at_5 = 40.62%; loss = 3.452877  (1.404311 s/it)
Iteration  2620: accuracy_at_1 = 31.25%; accuracy_at_5 = 53.12%; loss = 3.144965  (1.405225 s/it)
Iteration  2630: accuracy_at_1 = 10.94%; accuracy_at_5 = 45.31%; loss = 3.305643  (1.404421 s/it)
Iteration  2640: accuracy_at_1 = 18.75%; accuracy_at_5 = 43.75%; loss = 3.230085  (1.404486 s/it)
Iteration  2650: accuracy_at_1 = 14.06%; accuracy_at_5 = 39.06%; loss = 3.554847  (1.404892 s/it)
Iteration  2660: accuracy_at_1 = 23.44%; accuracy_at_5 = 54.69%; loss = 3.120552  (1.404624 s/it)
Iteration  2670: accuracy_at_1 = 21.88%; accuracy_at_5 = 45.31%; loss = 3.268585  (1.404293 s/it)
Iteration  2680: accuracy_at_1 = 17.19%; accuracy_at_5 = 46.88%; loss = 3.383016  (1.405492 s/it)
Iteration  2690: accuracy_at_1 = 28.12%; accuracy_at_5 = 53.12%; loss = 2.900599  (1.404896 s/it)
Iteration  2700: accuracy_at_1 = 26.56%; accuracy_at_5 = 40.62%; loss = 3.364849  (1.404072 s/it)
Iteration  2710: accuracy_at_1 = 25.00%; accuracy_at_5 = 51.56%; loss = 3.044418  (1.405402 s/it)
Iteration  2720: accuracy_at_1 = 15.62%; accuracy_at_5 = 37.50%; loss = 3.323332  (1.404917 s/it)
Iteration  2730: accuracy_at_1 = 18.75%; accuracy_at_5 = 46.88%; loss = 3.428406  (1.404702 s/it)
Iteration  2740: accuracy_at_1 = 12.50%; accuracy_at_5 = 37.50%; loss = 3.533931  (1.406302 s/it)
Iteration  2750: accuracy_at_1 = 17.19%; accuracy_at_5 = 50.00%; loss = 3.312235  (1.405624 s/it)
Iteration  2760: accuracy_at_1 = 26.56%; accuracy_at_5 = 54.69%; loss = 2.949194  (1.404964 s/it)
Iteration  2770: accuracy_at_1 = 20.31%; accuracy_at_5 = 45.31%; loss = 3.312808  (1.404008 s/it)
Iteration  2780: accuracy_at_1 = 23.44%; accuracy_at_5 = 53.12%; loss = 3.234492  (1.404025 s/it)
Iteration  2790: accuracy_at_1 = 25.00%; accuracy_at_5 = 60.94%; loss = 3.011252  (1.404482 s/it)
Iteration  2800: accuracy_at_1 = 14.06%; accuracy_at_5 = 45.31%; loss = 3.235492  (1.404822 s/it)
Iteration  2810: accuracy_at_1 =  7.81%; accuracy_at_5 = 34.38%; loss = 3.549206  (1.405369 s/it)
Iteration  2820: accuracy_at_1 = 25.00%; accuracy_at_5 = 57.81%; loss = 2.993767  (1.403441 s/it)
Iteration  2830: accuracy_at_1 = 20.31%; accuracy_at_5 = 42.19%; loss = 3.261501  (1.403632 s/it)
Iteration  2840: accuracy_at_1 = 10.94%; accuracy_at_5 = 54.69%; loss = 3.337792  (1.403832 s/it)
Iteration  2850: accuracy_at_1 = 25.00%; accuracy_at_5 = 53.12%; loss = 3.202254  (1.403682 s/it)
Iteration  2860: accuracy_at_1 = 26.56%; accuracy_at_5 = 54.69%; loss = 3.061594  (1.403376 s/it)
Iteration  2870: accuracy_at_1 =  9.38%; accuracy_at_5 = 48.44%; loss = 3.495302  (1.403874 s/it)
Iteration  2880: accuracy_at_1 = 20.31%; accuracy_at_5 = 54.69%; loss = 3.120592  (1.404577 s/it)
Iteration  2890: accuracy_at_1 = 17.19%; accuracy_at_5 = 53.12%; loss = 3.482577  (1.402946 s/it)
Iteration  2900: accuracy_at_1 = 28.12%; accuracy_at_5 = 46.88%; loss = 3.254159  (1.403809 s/it)
Iteration  2910: accuracy_at_1 = 12.50%; accuracy_at_5 = 43.75%; loss = 3.454710  (1.404311 s/it)
Iteration  2920: accuracy_at_1 = 23.44%; accuracy_at_5 = 40.62%; loss = 3.119018  (1.403548 s/it)
Iteration  2930: accuracy_at_1 = 18.75%; accuracy_at_5 = 46.88%; loss = 3.202742  (1.403563 s/it)
Iteration  2940: accuracy_at_1 = 20.31%; accuracy_at_5 = 57.81%; loss = 3.050136  (1.404269 s/it)
Iteration  2950: accuracy_at_1 = 28.12%; accuracy_at_5 = 54.69%; loss = 3.028495  (1.403846 s/it)
Iteration  2960: accuracy_at_1 = 17.19%; accuracy_at_5 = 51.56%; loss = 3.136241  (1.403525 s/it)
Iteration  2970: accuracy_at_1 = 32.81%; accuracy_at_5 = 54.69%; loss = 2.886858  (1.404025 s/it)
Iteration  2980: accuracy_at_1 = 21.88%; accuracy_at_5 = 51.56%; loss = 2.888529  (1.403714 s/it)
Iteration  2990: accuracy_at_1 = 26.56%; accuracy_at_5 = 50.00%; loss = 3.138501  (1.403121 s/it)
Iteration  3000: accuracy_at_1 = 23.44%; accuracy_at_5 = 53.12%; loss = 3.262697  (1.404895 s/it)
Iteration  3010: accuracy_at_1 = 23.44%; accuracy_at_5 = 59.38%; loss = 2.911087  (1.403510 s/it)
Iteration  3020: accuracy_at_1 = 18.75%; accuracy_at_5 = 50.00%; loss = 3.314178  (1.403614 s/it)
Iteration  3030: accuracy_at_1 = 23.44%; accuracy_at_5 = 50.00%; loss = 2.926482  (1.404220 s/it)
Iteration  3040: accuracy_at_1 = 26.56%; accuracy_at_5 = 53.12%; loss = 3.144938  (1.405593 s/it)
Iteration  3050: accuracy_at_1 = 20.31%; accuracy_at_5 = 46.88%; loss = 3.212615  (1.404490 s/it)
Iteration  3060: accuracy_at_1 = 25.00%; accuracy_at_5 = 50.00%; loss = 3.183578  (1.404472 s/it)
Iteration  3070: accuracy_at_1 = 18.75%; accuracy_at_5 = 42.19%; loss = 3.339241  (1.405105 s/it)
Iteration  3080: accuracy_at_1 = 23.44%; accuracy_at_5 = 46.88%; loss = 3.222689  (1.404361 s/it)
Iteration  3090: accuracy_at_1 = 20.31%; accuracy_at_5 = 59.38%; loss = 3.033314  (1.404347 s/it)
Iteration  3100: accuracy_at_1 = 21.88%; accuracy_at_5 = 60.94%; loss = 3.113913  (1.404130 s/it)
Iteration  3110: accuracy_at_1 = 18.75%; accuracy_at_5 = 51.56%; loss = 3.168779  (1.404007 s/it)
Iteration  3120: accuracy_at_1 = 20.31%; accuracy_at_5 = 46.88%; loss = 3.152266  (1.403224 s/it)
Iteration  3130: accuracy_at_1 = 17.19%; accuracy_at_5 = 35.94%; loss = 3.537143  (1.405741 s/it)
Iteration  3140: accuracy_at_1 = 23.44%; accuracy_at_5 = 42.19%; loss = 3.284296  (1.405004 s/it)
Iteration  3150: accuracy_at_1 = 25.00%; accuracy_at_5 = 56.25%; loss = 2.827055  (1.404828 s/it)
Iteration  3160: accuracy_at_1 = 20.31%; accuracy_at_5 = 39.06%; loss = 3.499302  (1.405727 s/it)
Iteration  3170: accuracy_at_1 = 14.06%; accuracy_at_5 = 39.06%; loss = 3.408575  (1.404684 s/it)
Iteration  3180: accuracy_at_1 = 21.88%; accuracy_at_5 = 46.88%; loss = 3.299160  (1.404892 s/it)
Iteration  3190: accuracy_at_1 = 17.19%; accuracy_at_5 = 48.44%; loss = 3.414301  (1.405111 s/it)
Iteration  3200: accuracy_at_1 = 31.25%; accuracy_at_5 = 65.62%; loss = 2.774436  (1.405049 s/it)
Iteration  3210: accuracy_at_1 = 25.00%; accuracy_at_5 = 50.00%; loss = 3.030455  (1.403998 s/it)
Iteration  3220: accuracy_at_1 = 14.06%; accuracy_at_5 = 45.31%; loss = 3.432748  (1.405032 s/it)
Iteration  3230: accuracy_at_1 = 29.69%; accuracy_at_5 = 54.69%; loss = 2.852256  (1.405313 s/it)
Iteration  3240: accuracy_at_1 = 21.88%; accuracy_at_5 = 53.12%; loss = 3.121034  (1.404121 s/it)
Iteration  3250: accuracy_at_1 = 21.88%; accuracy_at_5 = 42.19%; loss = 3.453479  (1.404587 s/it)
Iteration  3260: accuracy_at_1 = 21.88%; accuracy_at_5 = 43.75%; loss = 3.180051  (1.405427 s/it)
Iteration  3270: accuracy_at_1 = 15.62%; accuracy_at_5 = 43.75%; loss = 3.255129  (1.404656 s/it)
Iteration  3280: accuracy_at_1 = 14.06%; accuracy_at_5 = 53.12%; loss = 3.335920  (1.404783 s/it)
Iteration  3290: accuracy_at_1 = 15.62%; accuracy_at_5 = 39.06%; loss = 3.406824  (1.405650 s/it)
Iteration  3300: accuracy_at_1 = 15.62%; accuracy_at_5 = 40.62%; loss = 3.482760  (1.404479 s/it)
Iteration  3310: accuracy_at_1 = 25.00%; accuracy_at_5 = 53.12%; loss = 2.882942  (1.404046 s/it)
Iteration  3320: accuracy_at_1 = 26.56%; accuracy_at_5 = 48.44%; loss = 3.122207  (1.405902 s/it)
Iteration  3330: accuracy_at_1 = 17.19%; accuracy_at_5 = 46.88%; loss = 3.191075  (1.405637 s/it)
Iteration  3340: accuracy_at_1 = 26.56%; accuracy_at_5 = 59.38%; loss = 2.917680  (1.404941 s/it)
Iteration  3350: accuracy_at_1 = 31.25%; accuracy_at_5 = 51.56%; loss = 2.977097  (1.405343 s/it)
Iteration  3360: accuracy_at_1 = 25.00%; accuracy_at_5 = 50.00%; loss = 3.031606  (1.405423 s/it)
Iteration  3370: accuracy_at_1 = 18.75%; accuracy_at_5 = 43.75%; loss = 3.157508  (1.405000 s/it)
Iteration  3380: accuracy_at_1 = 29.69%; accuracy_at_5 = 56.25%; loss = 2.775112  (1.404969 s/it)
Iteration  3390: accuracy_at_1 = 14.06%; accuracy_at_5 = 45.31%; loss = 3.248434  (1.406039 s/it)
Iteration  3400: accuracy_at_1 = 20.31%; accuracy_at_5 = 48.44%; loss = 3.194597  (1.405146 s/it)
Iteration  3410: accuracy_at_1 = 25.00%; accuracy_at_5 = 53.12%; loss = 3.155290  (1.404704 s/it)
Iteration  3420: accuracy_at_1 = 23.44%; accuracy_at_5 = 56.25%; loss = 3.058707  (1.406104 s/it)
Iteration  3430: accuracy_at_1 = 25.00%; accuracy_at_5 = 54.69%; loss = 3.144262  (1.404490 s/it)
Iteration  3440: accuracy_at_1 = 21.88%; accuracy_at_5 = 57.81%; loss = 3.076031  (1.404016 s/it)
Iteration  3450: accuracy_at_1 = 12.50%; accuracy_at_5 = 39.06%; loss = 3.584046  (1.405707 s/it)
Iteration  3460: accuracy_at_1 = 34.38%; accuracy_at_5 = 60.94%; loss = 2.802691  (1.405873 s/it)
Iteration  3470: accuracy_at_1 = 23.44%; accuracy_at_5 = 50.00%; loss = 2.956661  (1.404368 s/it)
Iteration  3480: accuracy_at_1 = 21.88%; accuracy_at_5 = 46.88%; loss = 3.255350  (1.405609 s/it)
Iteration  3490: accuracy_at_1 = 18.75%; accuracy_at_5 = 48.44%; loss = 3.185007  (1.405262 s/it)
Iteration  3500: accuracy_at_1 = 23.44%; accuracy_at_5 = 50.00%; loss = 3.235463  (1.404729 s/it)
Iteration  3510: accuracy_at_1 = 31.25%; accuracy_at_5 = 56.25%; loss = 2.964900  (1.406358 s/it)
Iteration  3520: accuracy_at_1 = 26.56%; accuracy_at_5 = 53.12%; loss = 3.023429  (1.407239 s/it)
Iteration  3530: accuracy_at_1 = 25.00%; accuracy_at_5 = 62.50%; loss = 2.797917  (1.404995 s/it)
Iteration  3540: accuracy_at_1 = 29.69%; accuracy_at_5 = 57.81%; loss = 2.885632  (1.406321 s/it)
Iteration  3550: accuracy_at_1 = 18.75%; accuracy_at_5 = 48.44%; loss = 3.240501  (1.408004 s/it)
Iteration  3560: accuracy_at_1 = 23.44%; accuracy_at_5 = 56.25%; loss = 3.073746  (1.405228 s/it)
Iteration  3570: accuracy_at_1 = 20.31%; accuracy_at_5 = 59.38%; loss = 2.885542  (1.406618 s/it)
Iteration  3580: accuracy_at_1 = 31.25%; accuracy_at_5 = 51.56%; loss = 2.877449  (1.405377 s/it)
Iteration  3590: accuracy_at_1 = 17.19%; accuracy_at_5 = 40.62%; loss = 3.457520  (1.405614 s/it)
Iteration  3600: accuracy_at_1 = 23.44%; accuracy_at_5 = 53.12%; loss = 3.017360  (1.405324 s/it)
Iteration  3610: accuracy_at_1 = 40.62%; accuracy_at_5 = 57.81%; loss = 2.877099  (1.405462 s/it)
Iteration  3620: accuracy_at_1 = 26.56%; accuracy_at_5 = 54.69%; loss = 2.932337  (1.405087 s/it)
Iteration  3630: accuracy_at_1 = 21.88%; accuracy_at_5 = 50.00%; loss = 3.263230  (1.404583 s/it)
Iteration  3640: accuracy_at_1 = 21.88%; accuracy_at_5 = 42.19%; loss = 3.262484  (1.405552 s/it)
Iteration  3650: accuracy_at_1 = 23.44%; accuracy_at_5 = 54.69%; loss = 3.069194  (1.405877 s/it)
Iteration  3660: accuracy_at_1 = 12.50%; accuracy_at_5 = 48.44%; loss = 3.066965  (1.404484 s/it)
Iteration  3670: accuracy_at_1 = 34.38%; accuracy_at_5 = 57.81%; loss = 3.006429  (1.404978 s/it)
Iteration  3680: accuracy_at_1 = 28.12%; accuracy_at_5 = 53.12%; loss = 3.222857  (1.405663 s/it)
Iteration  3690: accuracy_at_1 = 20.31%; accuracy_at_5 = 54.69%; loss = 3.321448  (1.404281 s/it)
Iteration  3700: accuracy_at_1 = 32.81%; accuracy_at_5 = 59.38%; loss = 2.774538  (1.405158 s/it)
Iteration  3710: accuracy_at_1 = 28.12%; accuracy_at_5 = 56.25%; loss = 2.848606  (1.405696 s/it)
Iteration  3720: accuracy_at_1 = 28.12%; accuracy_at_5 = 62.50%; loss = 2.629081  (1.405595 s/it)
Iteration  3730: accuracy_at_1 = 29.69%; accuracy_at_5 = 59.38%; loss = 2.860275  (1.406899 s/it)
Iteration  3740: accuracy_at_1 = 25.00%; accuracy_at_5 = 50.00%; loss = 3.174209  (1.405425 s/it)
Iteration  3750: accuracy_at_1 = 25.00%; accuracy_at_5 = 54.69%; loss = 3.196715  (1.407057 s/it)
Iteration  3760: accuracy_at_1 = 20.31%; accuracy_at_5 = 48.44%; loss = 3.277600  (1.405464 s/it)
Iteration  3770: accuracy_at_1 = 31.25%; accuracy_at_5 = 59.38%; loss = 2.730552  (1.405536 s/it)
Iteration  3780: accuracy_at_1 = 23.44%; accuracy_at_5 = 45.31%; loss = 3.236120  (1.405380 s/it)
Iteration  3790: accuracy_at_1 = 32.81%; accuracy_at_5 = 57.81%; loss = 2.762885  (1.405181 s/it)
Iteration  3800: accuracy_at_1 = 21.88%; accuracy_at_5 = 53.12%; loss = 2.905434  (1.405865 s/it)
Iteration  3810: accuracy_at_1 = 34.38%; accuracy_at_5 = 53.12%; loss = 2.790450  (1.405472 s/it)
Iteration  3820: accuracy_at_1 = 32.81%; accuracy_at_5 = 54.69%; loss = 2.900170  (1.404992 s/it)
Iteration  3830: accuracy_at_1 = 26.56%; accuracy_at_5 = 56.25%; loss = 2.994170  (1.406295 s/it)
Iteration  3840: accuracy_at_1 = 20.31%; accuracy_at_5 = 54.69%; loss = 2.956606  (1.405197 s/it)
Iteration  3850: accuracy_at_1 = 15.62%; accuracy_at_5 = 40.62%; loss = 3.491436  (1.404705 s/it)
Iteration  3860: accuracy_at_1 = 21.88%; accuracy_at_5 = 59.38%; loss = 3.002871  (1.405508 s/it)
Iteration  3870: accuracy_at_1 = 17.19%; accuracy_at_5 = 39.06%; loss = 3.311501  (1.406885 s/it)
Iteration  3880: accuracy_at_1 = 32.81%; accuracy_at_5 = 62.50%; loss = 2.751963  (1.405995 s/it)
Iteration  3890: accuracy_at_1 = 18.75%; accuracy_at_5 = 64.06%; loss = 2.867041  (1.404804 s/it)
Iteration  3900: accuracy_at_1 = 23.44%; accuracy_at_5 = 45.31%; loss = 3.202079  (1.405911 s/it)
Iteration  3910: accuracy_at_1 = 25.00%; accuracy_at_5 = 57.81%; loss = 2.978367  (1.405859 s/it)
Iteration  3920: accuracy_at_1 = 20.31%; accuracy_at_5 = 46.88%; loss = 3.348493  (1.403911 s/it)
Iteration  3930: accuracy_at_1 = 21.88%; accuracy_at_5 = 48.44%; loss = 3.248757  (1.406241 s/it)
Iteration  3940: accuracy_at_1 = 34.38%; accuracy_at_5 = 51.56%; loss = 2.972123  (1.405412 s/it)
Iteration  3950: accuracy_at_1 = 15.62%; accuracy_at_5 = 59.38%; loss = 2.970914  (1.404715 s/it)
Iteration  3960: accuracy_at_1 = 25.00%; accuracy_at_5 = 59.38%; loss = 2.741776  (1.405132 s/it)
Iteration  3970: accuracy_at_1 = 29.69%; accuracy_at_5 = 56.25%; loss = 2.996094  (1.407144 s/it)
Iteration  3980: accuracy_at_1 = 31.25%; accuracy_at_5 = 68.75%; loss = 2.452409  (1.404555 s/it)
Iteration  3990: accuracy_at_1 = 35.94%; accuracy_at_5 = 59.38%; loss = 2.832704  (1.406250 s/it)
Iteration  4000: accuracy_at_1 = 34.38%; accuracy_at_5 = 68.75%; loss = 2.546841  (1.405568 s/it)
Iteration  4010: accuracy_at_1 = 15.62%; accuracy_at_5 = 48.44%; loss = 3.401086  (1.405639 s/it)
Iteration  4020: accuracy_at_1 = 21.88%; accuracy_at_5 = 46.88%; loss = 3.143067  (1.404996 s/it)
Iteration  4030: accuracy_at_1 = 25.00%; accuracy_at_5 = 45.31%; loss = 2.965923  (1.406452 s/it)
Iteration  4040: accuracy_at_1 = 29.69%; accuracy_at_5 = 64.06%; loss = 2.833483  (1.404064 s/it)
Iteration  4050: accuracy_at_1 = 31.25%; accuracy_at_5 = 56.25%; loss = 3.071209  (1.404858 s/it)
Iteration  4060: accuracy_at_1 = 26.56%; accuracy_at_5 = 57.81%; loss = 2.888229  (1.405582 s/it)
Iteration  4070: accuracy_at_1 = 25.00%; accuracy_at_5 = 50.00%; loss = 3.180629  (1.404905 s/it)
Iteration  4080: accuracy_at_1 = 31.25%; accuracy_at_5 = 56.25%; loss = 2.901296  (1.404543 s/it)
Iteration  4090: accuracy_at_1 = 37.50%; accuracy_at_5 = 65.62%; loss = 2.777513  (1.406112 s/it)
Iteration  4100: accuracy_at_1 = 23.44%; accuracy_at_5 = 57.81%; loss = 3.084149  (1.404931 s/it)
Iteration  4110: accuracy_at_1 = 32.81%; accuracy_at_5 = 65.62%; loss = 2.681474  (1.405045 s/it)
Iteration  4120: accuracy_at_1 = 26.56%; accuracy_at_5 = 60.94%; loss = 2.945540  (1.405189 s/it)
Iteration  4130: accuracy_at_1 = 32.81%; accuracy_at_5 = 67.19%; loss = 2.836801  (1.404982 s/it)
Iteration  4140: accuracy_at_1 = 20.31%; accuracy_at_5 = 42.19%; loss = 3.375372  (1.404348 s/it)
Iteration  4150: accuracy_at_1 = 31.25%; accuracy_at_5 = 60.94%; loss = 2.826469  (1.405033 s/it)
Iteration  4160: accuracy_at_1 = 29.69%; accuracy_at_5 = 59.38%; loss = 2.891731  (1.405847 s/it)
Iteration  4170: accuracy_at_1 = 21.88%; accuracy_at_5 = 53.12%; loss = 2.945250  (1.405293 s/it)
Iteration  4180: accuracy_at_1 = 25.00%; accuracy_at_5 = 56.25%; loss = 2.915675  (1.405033 s/it)
Iteration  4190: accuracy_at_1 = 17.19%; accuracy_at_5 = 45.31%; loss = 3.204072  (1.405642 s/it)
Iteration  4200: accuracy_at_1 = 20.31%; accuracy_at_5 = 56.25%; loss = 3.009146  (1.403973 s/it)
Iteration  4210: accuracy_at_1 = 21.88%; accuracy_at_5 = 53.12%; loss = 2.990714  (1.404907 s/it)
Iteration  4220: accuracy_at_1 = 14.06%; accuracy_at_5 = 51.56%; loss = 3.326294  (1.409685 s/it)
Iteration  4230: accuracy_at_1 = 28.12%; accuracy_at_5 = 54.69%; loss = 3.057073  (1.409920 s/it)
Iteration  4240: accuracy_at_1 = 35.94%; accuracy_at_5 = 62.50%; loss = 2.808194  (1.409259 s/it)
Iteration  4250: accuracy_at_1 = 35.94%; accuracy_at_5 = 57.81%; loss = 2.729446  (1.412259 s/it)
Iteration  4260: accuracy_at_1 = 17.19%; accuracy_at_5 = 43.75%; loss = 3.382232  (1.410861 s/it)
Iteration  4270: accuracy_at_1 = 20.31%; accuracy_at_5 = 64.06%; loss = 2.753843  (1.408913 s/it)
Iteration  4280: accuracy_at_1 = 20.31%; accuracy_at_5 = 54.69%; loss = 2.935720  (1.410158 s/it)
Iteration  4290: accuracy_at_1 = 32.81%; accuracy_at_5 = 59.38%; loss = 2.841003  (1.410417 s/it)
Iteration  4300: accuracy_at_1 = 23.44%; accuracy_at_5 = 64.06%; loss = 2.901751  (1.411246 s/it)
Iteration  4310: accuracy_at_1 = 32.81%; accuracy_at_5 = 67.19%; loss = 2.571537  (1.411004 s/it)
Iteration  4320: accuracy_at_1 = 29.69%; accuracy_at_5 = 57.81%; loss = 2.745032  (1.411369 s/it)
Iteration  4330: accuracy_at_1 = 20.31%; accuracy_at_5 = 54.69%; loss = 3.093719  (1.409783 s/it)
Iteration  4340: accuracy_at_1 = 32.81%; accuracy_at_5 = 53.12%; loss = 2.930128  (1.409233 s/it)
Iteration  4350: accuracy_at_1 = 29.69%; accuracy_at_5 = 54.69%; loss = 2.984762  (1.410323 s/it)
Iteration  4360: accuracy_at_1 = 28.12%; accuracy_at_5 = 56.25%; loss = 2.923717  (1.410332 s/it)
Iteration  4370: accuracy_at_1 = 20.31%; accuracy_at_5 = 51.56%; loss = 3.131182  (1.409440 s/it)
Iteration  4380: accuracy_at_1 = 26.56%; accuracy_at_5 = 46.88%; loss = 3.228443  (1.409555 s/it)
Iteration  4390: accuracy_at_1 = 25.00%; accuracy_at_5 = 65.62%; loss = 2.758944  (1.409475 s/it)
Iteration  4400: accuracy_at_1 = 26.56%; accuracy_at_5 = 57.81%; loss = 3.113062  (1.408982 s/it)
Iteration  4410: accuracy_at_1 = 34.38%; accuracy_at_5 = 62.50%; loss = 2.587049  (1.410700 s/it)
Iteration  4420: accuracy_at_1 = 34.38%; accuracy_at_5 = 64.06%; loss = 2.517354  (1.410186 s/it)
Iteration  4430: accuracy_at_1 = 32.81%; accuracy_at_5 = 62.50%; loss = 2.590819  (1.409492 s/it)
Iteration  4440: accuracy_at_1 = 25.00%; accuracy_at_5 = 50.00%; loss = 3.242252  (1.410565 s/it)
Iteration  4450: accuracy_at_1 = 35.94%; accuracy_at_5 = 67.19%; loss = 2.553117  (1.410330 s/it)
Iteration  4460: accuracy_at_1 = 28.12%; accuracy_at_5 = 56.25%; loss = 3.101362  (1.409520 s/it)
Iteration  4470: accuracy_at_1 = 21.88%; accuracy_at_5 = 59.38%; loss = 2.945478  (1.411696 s/it)
Iteration  4480: accuracy_at_1 = 31.25%; accuracy_at_5 = 50.00%; loss = 3.082380  (1.409872 s/it)
Iteration  4490: accuracy_at_1 = 31.25%; accuracy_at_5 = 57.81%; loss = 2.738610  (1.409368 s/it)
Iteration  4500: accuracy_at_1 = 25.00%; accuracy_at_5 = 51.56%; loss = 2.983102  (1.410747 s/it)
Iteration  4510: accuracy_at_1 = 18.75%; accuracy_at_5 = 56.25%; loss = 3.180261  (1.409834 s/it)
Iteration  4520: accuracy_at_1 = 32.81%; accuracy_at_5 = 73.44%; loss = 2.448549  (1.409431 s/it)
Iteration  4530: accuracy_at_1 = 29.69%; accuracy_at_5 = 57.81%; loss = 2.730385  (1.409514 s/it)
Iteration  4540: accuracy_at_1 = 26.56%; accuracy_at_5 = 57.81%; loss = 3.020080  (1.409461 s/it)
Iteration  4550: accuracy_at_1 = 23.44%; accuracy_at_5 = 57.81%; loss = 2.879323  (1.409820 s/it)
Iteration  4560: accuracy_at_1 = 25.00%; accuracy_at_5 = 48.44%; loss = 3.082462  (1.409163 s/it)
Iteration  4570: accuracy_at_1 = 42.19%; accuracy_at_5 = 76.56%; loss = 2.493662  (1.410383 s/it)
Iteration  4580: accuracy_at_1 = 25.00%; accuracy_at_5 = 53.12%; loss = 2.981367  (1.409617 s/it)
Iteration  4590: accuracy_at_1 = 26.56%; accuracy_at_5 = 57.81%; loss = 2.845270  (1.409223 s/it)
Iteration  4600: accuracy_at_1 = 28.12%; accuracy_at_5 = 51.56%; loss = 2.969607  (1.409779 s/it)
Iteration  4610: accuracy_at_1 = 21.88%; accuracy_at_5 = 50.00%; loss = 3.155566  (1.409906 s/it)
Iteration  4620: accuracy_at_1 = 34.38%; accuracy_at_5 = 60.94%; loss = 2.756454  (1.409348 s/it)
Iteration  4630: accuracy_at_1 = 20.31%; accuracy_at_5 = 50.00%; loss = 3.030549  (1.410185 s/it)
Iteration  4640: accuracy_at_1 = 34.38%; accuracy_at_5 = 62.50%; loss = 2.742275  (1.411226 s/it)
