libdc1394 error: Failed to initialize libdc1394
Training net...

Iteration     0: accuracy_at_1 = 40.23%; accuracy_at_5 = 71.09%; loss = 2.232659 
Iteration  6700: accuracy_at_1 = 30.47%; accuracy_at_5 = 63.28%; loss = 2.586024  (0.413051 s/it)
Iteration  6710: accuracy_at_1 = 41.02%; accuracy_at_5 = 73.05%; loss = 2.199247  (0.412896 s/it)
Iteration  6720: accuracy_at_1 = 36.72%; accuracy_at_5 = 65.23%; loss = 2.414745  (0.412986 s/it)
Iteration  6730: accuracy_at_1 = 37.11%; accuracy_at_5 = 69.53%; loss = 2.394173  (0.412583 s/it)
Iteration  6740: accuracy_at_1 = 42.19%; accuracy_at_5 = 69.14%; loss = 2.213614  (0.413494 s/it)
Iteration  6750: accuracy_at_1 = 35.94%; accuracy_at_5 = 66.41%; loss = 2.530328  (0.412827 s/it)
Iteration  6760: accuracy_at_1 = 34.38%; accuracy_at_5 = 64.45%; loss = 2.568311  (0.411666 s/it)
Iteration  6770: accuracy_at_1 = 36.72%; accuracy_at_5 = 66.80%; loss = 2.475411  (0.411945 s/it)
Iteration  6780: accuracy_at_1 = 37.11%; accuracy_at_5 = 69.14%; loss = 2.381918  (0.411638 s/it)
Iteration  6790: accuracy_at_1 = 33.98%; accuracy_at_5 = 68.75%; loss = 2.317382  (0.412445 s/it)
Iteration  6800: accuracy_at_1 = 39.45%; accuracy_at_5 = 67.97%; loss = 2.280703  (0.413145 s/it)
Iteration  6810: accuracy_at_1 = 38.67%; accuracy_at_5 = 69.14%; loss = 2.233627  (0.413012 s/it)
Iteration  6820: accuracy_at_1 = 38.67%; accuracy_at_5 = 66.80%; loss = 2.307160  (0.413236 s/it)
Iteration  6830: accuracy_at_1 = 39.45%; accuracy_at_5 = 67.58%; loss = 2.269598  (0.413259 s/it)
Iteration  6840: accuracy_at_1 = 41.02%; accuracy_at_5 = 68.36%; loss = 2.332222  (0.413280 s/it)
Iteration  6850: accuracy_at_1 = 36.33%; accuracy_at_5 = 66.41%; loss = 2.374607  (0.412808 s/it)
Iteration  6860: accuracy_at_1 = 43.36%; accuracy_at_5 = 75.00%; loss = 2.212571  (0.411920 s/it)
Iteration  6870: accuracy_at_1 = 38.67%; accuracy_at_5 = 73.44%; loss = 2.271223  (0.411922 s/it)
Iteration  6880: accuracy_at_1 = 39.06%; accuracy_at_5 = 69.53%; loss = 2.354717  (0.411931 s/it)
Iteration  6890: accuracy_at_1 = 33.98%; accuracy_at_5 = 65.23%; loss = 2.571950  (0.412101 s/it)
Iteration  6900: accuracy_at_1 = 36.33%; accuracy_at_5 = 67.19%; loss = 2.549595  (0.412250 s/it)
Iteration  6910: accuracy_at_1 = 36.72%; accuracy_at_5 = 69.92%; loss = 2.304862  (0.412533 s/it)
Iteration  6920: accuracy_at_1 = 39.84%; accuracy_at_5 = 73.83%; loss = 2.251983  (0.415106 s/it)
Iteration  6930: accuracy_at_1 = 35.94%; accuracy_at_5 = 66.41%; loss = 2.408701  (0.414847 s/it)
Iteration  6940: accuracy_at_1 = 41.41%; accuracy_at_5 = 70.70%; loss = 2.287084  (0.413403 s/it)
Iteration  6950: accuracy_at_1 = 39.06%; accuracy_at_5 = 69.53%; loss = 2.383121  (0.413194 s/it)
Iteration  6960: accuracy_at_1 = 37.89%; accuracy_at_5 = 70.70%; loss = 2.341440  (0.412830 s/it)
Iteration  6970: accuracy_at_1 = 34.38%; accuracy_at_5 = 68.36%; loss = 2.438305  (0.413170 s/it)
Iteration  6980: accuracy_at_1 = 39.45%; accuracy_at_5 = 64.84%; loss = 2.371949  (0.412192 s/it)
Iteration  6990: accuracy_at_1 = 45.31%; accuracy_at_5 = 68.75%; loss = 2.310807  (0.411863 s/it)
Iteration  7000: accuracy_at_1 = 33.59%; accuracy_at_5 = 65.23%; loss = 2.506978  (0.411845 s/it)
Iteration  7010: accuracy_at_1 = 40.23%; accuracy_at_5 = 65.23%; loss = 2.346903  (0.411949 s/it)
Iteration  7020: accuracy_at_1 = 35.16%; accuracy_at_5 = 65.23%; loss = 2.436006  (0.411996 s/it)
Iteration  7030: accuracy_at_1 = 35.94%; accuracy_at_5 = 69.53%; loss = 2.377346  (0.413014 s/it)
Iteration  7040: accuracy_at_1 = 32.81%; accuracy_at_5 = 66.02%; loss = 2.418456  (0.412001 s/it)
Iteration  7050: accuracy_at_1 = 37.50%; accuracy_at_5 = 68.75%; loss = 2.362184  (0.413067 s/it)
Iteration  7060: accuracy_at_1 = 35.55%; accuracy_at_5 = 67.19%; loss = 2.411348  (0.413189 s/it)
Iteration  7070: accuracy_at_1 = 32.81%; accuracy_at_5 = 60.94%; loss = 2.599824  (0.412927 s/it)
Iteration  7080: accuracy_at_1 = 36.33%; accuracy_at_5 = 62.89%; loss = 2.404185  (0.413011 s/it)
Iteration  7090: accuracy_at_1 = 33.20%; accuracy_at_5 = 69.14%; loss = 2.363553  (0.413053 s/it)
Iteration  7100: accuracy_at_1 = 33.98%; accuracy_at_5 = 64.45%; loss = 2.547176  (0.414422 s/it)
Iteration  7110: accuracy_at_1 = 44.14%; accuracy_at_5 = 72.27%; loss = 2.244117  (0.414119 s/it)
Iteration  7120: accuracy_at_1 = 34.38%; accuracy_at_5 = 71.09%; loss = 2.381232  (0.413152 s/it)
Iteration  7130: accuracy_at_1 = 39.45%; accuracy_at_5 = 67.97%; loss = 2.364327  (0.411863 s/it)
Iteration  7140: accuracy_at_1 = 39.06%; accuracy_at_5 = 66.80%; loss = 2.320762  (0.411571 s/it)
Iteration  7150: accuracy_at_1 = 38.28%; accuracy_at_5 = 71.88%; loss = 2.283495  (0.412209 s/it)
Iteration  7160: accuracy_at_1 = 37.50%; accuracy_at_5 = 68.75%; loss = 2.442512  (0.412109 s/it)
Iteration  7170: accuracy_at_1 = 36.33%; accuracy_at_5 = 67.19%; loss = 2.432666  (0.412427 s/it)
Iteration  7180: accuracy_at_1 = 35.55%; accuracy_at_5 = 67.97%; loss = 2.319903  (0.412890 s/it)
Iteration  7190: accuracy_at_1 = 38.67%; accuracy_at_5 = 70.70%; loss = 2.283102  (0.413323 s/it)
Iteration  7200: accuracy_at_1 = 37.11%; accuracy_at_5 = 68.36%; loss = 2.297363  (0.413181 s/it)
Iteration  7210: accuracy_at_1 = 36.33%; accuracy_at_5 = 65.62%; loss = 2.423453  (0.413282 s/it)
Iteration  7220: accuracy_at_1 = 34.77%; accuracy_at_5 = 67.58%; loss = 2.406154  (0.413359 s/it)
Iteration  7230: accuracy_at_1 = 40.23%; accuracy_at_5 = 68.75%; loss = 2.258505  (0.412802 s/it)
Iteration  7240: accuracy_at_1 = 39.84%; accuracy_at_5 = 68.36%; loss = 2.314534  (0.412173 s/it)
Iteration  7250: accuracy_at_1 = 37.11%; accuracy_at_5 = 70.70%; loss = 2.399349  (0.412011 s/it)
Iteration  7260: accuracy_at_1 = 32.42%; accuracy_at_5 = 64.45%; loss = 2.515695  (0.412038 s/it)
Iteration  7270: accuracy_at_1 = 40.62%; accuracy_at_5 = 71.09%; loss = 2.209463  (0.411789 s/it)
Iteration  7280: accuracy_at_1 = 40.23%; accuracy_at_5 = 69.92%; loss = 2.297694  (0.412034 s/it)
Iteration  7290: accuracy_at_1 = 35.16%; accuracy_at_5 = 62.50%; loss = 2.495770  (0.413639 s/it)
Iteration  7300: accuracy_at_1 = 38.28%; accuracy_at_5 = 67.19%; loss = 2.334714  (0.414413 s/it)
Iteration  7310: accuracy_at_1 = 41.02%; accuracy_at_5 = 73.83%; loss = 2.172331  (0.414072 s/it)
Iteration  7320: accuracy_at_1 = 32.42%; accuracy_at_5 = 67.19%; loss = 2.473187  (0.413057 s/it)
Iteration  7330: accuracy_at_1 = 40.23%; accuracy_at_5 = 74.22%; loss = 2.233210  (0.413130 s/it)
Iteration  7340: accuracy_at_1 = 37.50%; accuracy_at_5 = 68.75%; loss = 2.401530  (0.412873 s/it)
Iteration  7350: accuracy_at_1 = 39.45%; accuracy_at_5 = 69.53%; loss = 2.321481  (0.412810 s/it)
Iteration  7360: accuracy_at_1 = 43.36%; accuracy_at_5 = 75.78%; loss = 2.121796  (0.412947 s/it)
Iteration  7370: accuracy_at_1 = 37.89%; accuracy_at_5 = 71.48%; loss = 2.359320  (0.411953 s/it)
Iteration  7380: accuracy_at_1 = 40.62%; accuracy_at_5 = 70.70%; loss = 2.231924  (0.411861 s/it)
Iteration  7390: accuracy_at_1 = 37.11%; accuracy_at_5 = 67.97%; loss = 2.407902  (0.411866 s/it)
Iteration  7400: accuracy_at_1 = 40.62%; accuracy_at_5 = 67.19%; loss = 2.372955  (0.411716 s/it)
Iteration  7410: accuracy_at_1 = 40.23%; accuracy_at_5 = 69.14%; loss = 2.256495  (0.411822 s/it)
Iteration  7420: accuracy_at_1 = 39.84%; accuracy_at_5 = 67.97%; loss = 2.317989  (0.412793 s/it)
Iteration  7430: accuracy_at_1 = 39.84%; accuracy_at_5 = 69.92%; loss = 2.254836  (0.412764 s/it)
Iteration  7440: accuracy_at_1 = 34.77%; accuracy_at_5 = 62.89%; loss = 2.517669  (0.413074 s/it)
Iteration  7450: accuracy_at_1 = 39.84%; accuracy_at_5 = 67.97%; loss = 2.458057  (0.413111 s/it)
Iteration  7460: accuracy_at_1 = 34.38%; accuracy_at_5 = 69.14%; loss = 2.433150  (0.413316 s/it)
Iteration  7470: accuracy_at_1 = 36.33%; accuracy_at_5 = 67.97%; loss = 2.304041  (0.413360 s/it)
Iteration  7480: accuracy_at_1 = 42.58%; accuracy_at_5 = 70.70%; loss = 2.193950  (0.414827 s/it)
Iteration  7490: accuracy_at_1 = 43.36%; accuracy_at_5 = 70.31%; loss = 2.209986  (0.414655 s/it)
Iteration  7500: accuracy_at_1 = 37.11%; accuracy_at_5 = 65.23%; loss = 2.537405  (0.413465 s/it)
Iteration  7510: accuracy_at_1 = 37.50%; accuracy_at_5 = 64.06%; loss = 2.531415  (0.411591 s/it)
Iteration  7520: accuracy_at_1 = 40.62%; accuracy_at_5 = 69.92%; loss = 2.259873  (0.411795 s/it)
Iteration  7530: accuracy_at_1 = 36.72%; accuracy_at_5 = 63.67%; loss = 2.444233  (0.411755 s/it)
Iteration  7540: accuracy_at_1 = 34.77%; accuracy_at_5 = 64.45%; loss = 2.565250  (0.411861 s/it)
Iteration  7550: accuracy_at_1 = 32.81%; accuracy_at_5 = 64.45%; loss = 2.508385  (0.411844 s/it)
Iteration  7560: accuracy_at_1 = 42.19%; accuracy_at_5 = 70.70%; loss = 2.297810  (0.412874 s/it)
Iteration  7570: accuracy_at_1 = 37.11%; accuracy_at_5 = 70.31%; loss = 2.388117  (0.413259 s/it)
Iteration  7580: accuracy_at_1 = 36.33%; accuracy_at_5 = 69.14%; loss = 2.310763  (0.413140 s/it)
Iteration  7590: accuracy_at_1 = 38.28%; accuracy_at_5 = 67.19%; loss = 2.390105  (0.413179 s/it)
Iteration  7600: accuracy_at_1 = 38.28%; accuracy_at_5 = 71.48%; loss = 2.313112  (0.413250 s/it)
Iteration  7610: accuracy_at_1 = 37.11%; accuracy_at_5 = 67.97%; loss = 2.379276  (0.412823 s/it)
Iteration  7620: accuracy_at_1 = 39.84%; accuracy_at_5 = 69.14%; loss = 2.317834  (0.412164 s/it)
Iteration  7630: accuracy_at_1 = 36.72%; accuracy_at_5 = 67.19%; loss = 2.407156  (0.411847 s/it)
Iteration  7640: accuracy_at_1 = 47.66%; accuracy_at_5 = 71.48%; loss = 2.259510  (0.411781 s/it)
Iteration  7650: accuracy_at_1 = 38.67%; accuracy_at_5 = 71.09%; loss = 2.321593  (0.411680 s/it)
Iteration  7660: accuracy_at_1 = 37.89%; accuracy_at_5 = 65.62%; loss = 2.329381  (0.412147 s/it)
Iteration  7670: accuracy_at_1 = 34.38%; accuracy_at_5 = 64.06%; loss = 2.598138  (0.413617 s/it)
Iteration  7680: accuracy_at_1 = 39.84%; accuracy_at_5 = 73.44%; loss = 2.273232  (0.414039 s/it)
Iteration  7690: accuracy_at_1 = 38.28%; accuracy_at_5 = 70.31%; loss = 2.377245  (0.414645 s/it)
Iteration  7700: accuracy_at_1 = 42.19%; accuracy_at_5 = 71.09%; loss = 2.268598  (0.413071 s/it)
Iteration  7710: accuracy_at_1 = 42.19%; accuracy_at_5 = 71.09%; loss = 2.188029  (0.412862 s/it)
Iteration  7720: accuracy_at_1 = 34.38%; accuracy_at_5 = 68.75%; loss = 2.436098  (0.413203 s/it)
Iteration  7730: accuracy_at_1 = 34.77%; accuracy_at_5 = 66.80%; loss = 2.421658  (0.413209 s/it)
Iteration  7740: accuracy_at_1 = 39.45%; accuracy_at_5 = 68.75%; loss = 2.417082  (0.412940 s/it)
Iteration  7750: accuracy_at_1 = 35.55%; accuracy_at_5 = 66.41%; loss = 2.496213  (0.411960 s/it)
Iteration  7760: accuracy_at_1 = 44.53%; accuracy_at_5 = 67.58%; loss = 2.316003  (0.411945 s/it)
Iteration  7770: accuracy_at_1 = 36.33%; accuracy_at_5 = 67.97%; loss = 2.450778  (0.411898 s/it)
Iteration  7780: accuracy_at_1 = 39.06%; accuracy_at_5 = 71.48%; loss = 2.281582  (0.411919 s/it)
Iteration  7790: accuracy_at_1 = 37.89%; accuracy_at_5 = 70.31%; loss = 2.303866  (0.411958 s/it)
Iteration  7800: accuracy_at_1 = 41.41%; accuracy_at_5 = 73.05%; loss = 2.245519  (0.411754 s/it)
Iteration  7810: accuracy_at_1 = 47.27%; accuracy_at_5 = 75.78%; loss = 2.047422  (0.413502 s/it)
Iteration  7820: accuracy_at_1 = 36.72%; accuracy_at_5 = 69.92%; loss = 2.345726  (0.413123 s/it)
Iteration  7830: accuracy_at_1 = 41.41%; accuracy_at_5 = 67.97%; loss = 2.272082  (0.413161 s/it)
Iteration  7840: accuracy_at_1 = 32.42%; accuracy_at_5 = 66.41%; loss = 2.518054  (0.412994 s/it)
Iteration  7850: accuracy_at_1 = 39.45%; accuracy_at_5 = 68.36%; loss = 2.352074  (0.413151 s/it)
Iteration  7860: accuracy_at_1 = 37.89%; accuracy_at_5 = 72.66%; loss = 2.298729  (0.414975 s/it)
Iteration  7870: accuracy_at_1 = 42.19%; accuracy_at_5 = 71.09%; loss = 2.306665  (0.415003 s/it)
Iteration  7880: accuracy_at_1 = 40.23%; accuracy_at_5 = 72.66%; loss = 2.256783  (0.413763 s/it)
Iteration  7890: accuracy_at_1 = 39.45%; accuracy_at_5 = 72.27%; loss = 2.273968  (0.411720 s/it)
Iteration  7900: accuracy_at_1 = 39.45%; accuracy_at_5 = 69.14%; loss = 2.281711  (0.411706 s/it)
Iteration  7910: accuracy_at_1 = 41.80%; accuracy_at_5 = 73.05%; loss = 2.191629  (0.411765 s/it)
Iteration  7920: accuracy_at_1 = 37.89%; accuracy_at_5 = 70.70%; loss = 2.316331  (0.411995 s/it)
Iteration  7930: accuracy_at_1 = 37.50%; accuracy_at_5 = 64.06%; loss = 2.435581  (0.411507 s/it)
Iteration  7940: accuracy_at_1 = 37.50%; accuracy_at_5 = 72.27%; loss = 2.278079  (0.412656 s/it)
Iteration  7950: accuracy_at_1 = 43.75%; accuracy_at_5 = 75.00%; loss = 2.068407  (0.412945 s/it)
Iteration  7960: accuracy_at_1 = 35.94%; accuracy_at_5 = 71.09%; loss = 2.380598  (0.413390 s/it)
Iteration  7970: accuracy_at_1 = 40.62%; accuracy_at_5 = 72.27%; loss = 2.190530  (0.413272 s/it)
Iteration  7980: accuracy_at_1 = 38.67%; accuracy_at_5 = 68.75%; loss = 2.496578  (0.413155 s/it)
Iteration  7990: accuracy_at_1 = 39.06%; accuracy_at_5 = 66.41%; loss = 2.396849  (0.413175 s/it)
Iteration  8000: accuracy_at_1 = 44.53%; accuracy_at_5 = 75.39%; loss = 2.071104  (0.412854 s/it)
Iteration  8010: accuracy_at_1 = 36.33%; accuracy_at_5 = 61.72%; loss = 2.397836  (0.412069 s/it)
Iteration  8020: accuracy_at_1 = 34.77%; accuracy_at_5 = 67.97%; loss = 2.512406  (0.411988 s/it)
Iteration  8030: accuracy_at_1 = 41.02%; accuracy_at_5 = 71.48%; loss = 2.282998  (0.411880 s/it)
Iteration  8040: accuracy_at_1 = 38.67%; accuracy_at_5 = 71.48%; loss = 2.211907  (0.411941 s/it)
Iteration  8050: accuracy_at_1 = 39.45%; accuracy_at_5 = 72.27%; loss = 2.274997  (0.413748 s/it)
Iteration  8060: accuracy_at_1 = 37.50%; accuracy_at_5 = 73.83%; loss = 2.188362  (0.413834 s/it)
Iteration  8070: accuracy_at_1 = 40.23%; accuracy_at_5 = 67.58%; loss = 2.338381  (0.413680 s/it)
Iteration  8080: accuracy_at_1 = 35.94%; accuracy_at_5 = 69.92%; loss = 2.319047  (0.412949 s/it)
Iteration  8090: accuracy_at_1 = 40.62%; accuracy_at_5 = 69.53%; loss = 2.255742  (0.413177 s/it)
Iteration  8100: accuracy_at_1 = 39.84%; accuracy_at_5 = 71.09%; loss = 2.254211  (0.412906 s/it)
Iteration  8110: accuracy_at_1 = 35.94%; accuracy_at_5 = 66.02%; loss = 2.376569  (0.413368 s/it)
Iteration  8120: accuracy_at_1 = 37.11%; accuracy_at_5 = 69.92%; loss = 2.372947  (0.413670 s/it)
Iteration  8130: accuracy_at_1 = 39.84%; accuracy_at_5 = 70.70%; loss = 2.272760  (0.412261 s/it)
Iteration  8140: accuracy_at_1 = 38.67%; accuracy_at_5 = 75.00%; loss = 2.215366  (0.411701 s/it)
Iteration  8150: accuracy_at_1 = 38.67%; accuracy_at_5 = 68.75%; loss = 2.372045  (0.411865 s/it)
Iteration  8160: accuracy_at_1 = 37.11%; accuracy_at_5 = 69.92%; loss = 2.356659  (0.412225 s/it)
Iteration  8170: accuracy_at_1 = 32.81%; accuracy_at_5 = 65.23%; loss = 2.501065  (0.412204 s/it)
Iteration  8180: accuracy_at_1 = 42.19%; accuracy_at_5 = 72.27%; loss = 2.228793  (0.411697 s/it)
Iteration  8190: accuracy_at_1 = 37.89%; accuracy_at_5 = 67.58%; loss = 2.386042  (0.411668 s/it)
Iteration  8200: accuracy_at_1 = 41.41%; accuracy_at_5 = 70.31%; loss = 2.285847  (0.414236 s/it)
Iteration  8210: accuracy_at_1 = 41.80%; accuracy_at_5 = 73.05%; loss = 2.161925  (0.414939 s/it)
Iteration  8220: accuracy_at_1 = 41.02%; accuracy_at_5 = 69.92%; loss = 2.214386  (0.413344 s/it)
Iteration  8230: accuracy_at_1 = 45.31%; accuracy_at_5 = 72.27%; loss = 2.198585  (0.414100 s/it)
Iteration  8240: accuracy_at_1 = 34.38%; accuracy_at_5 = 68.75%; loss = 2.410377  (0.417169 s/it)
Iteration  8250: accuracy_at_1 = 48.05%; accuracy_at_5 = 74.61%; loss = 2.131712  (0.415064 s/it)
Iteration  8260: accuracy_at_1 = 34.77%; accuracy_at_5 = 68.75%; loss = 2.370943  (0.413732 s/it)
Iteration  8270: accuracy_at_1 = 47.27%; accuracy_at_5 = 73.05%; loss = 2.152623  (0.412044 s/it)
Iteration  8280: accuracy_at_1 = 41.80%; accuracy_at_5 = 72.66%; loss = 2.149940  (0.412127 s/it)
Iteration  8290: accuracy_at_1 = 40.23%; accuracy_at_5 = 72.66%; loss = 2.339908  (0.412445 s/it)
Iteration  8300: accuracy_at_1 = 36.72%; accuracy_at_5 = 73.05%; loss = 2.205987  (0.412331 s/it)
Iteration  8310: accuracy_at_1 = 41.02%; accuracy_at_5 = 71.88%; loss = 2.253143  (0.411659 s/it)
Iteration  8320: accuracy_at_1 = 38.28%; accuracy_at_5 = 70.70%; loss = 2.282180  (0.412360 s/it)
Iteration  8330: accuracy_at_1 = 39.84%; accuracy_at_5 = 71.88%; loss = 2.228200  (0.413092 s/it)
Iteration  8340: accuracy_at_1 = 33.98%; accuracy_at_5 = 69.53%; loss = 2.398699  (0.413455 s/it)
Iteration  8350: accuracy_at_1 = 43.75%; accuracy_at_5 = 71.48%; loss = 2.217644  (0.413505 s/it)
Iteration  8360: accuracy_at_1 = 42.19%; accuracy_at_5 = 72.27%; loss = 2.215390  (0.412914 s/it)
Iteration  8370: accuracy_at_1 = 38.28%; accuracy_at_5 = 65.62%; loss = 2.447687  (0.413148 s/it)
Iteration  8380: accuracy_at_1 = 42.19%; accuracy_at_5 = 67.58%; loss = 2.187685  (0.413371 s/it)
Iteration  8390: accuracy_at_1 = 41.02%; accuracy_at_5 = 69.14%; loss = 2.302650  (0.412616 s/it)
Iteration  8400: accuracy_at_1 = 38.28%; accuracy_at_5 = 70.31%; loss = 2.364797  (0.412308 s/it)
Iteration  8410: accuracy_at_1 = 37.89%; accuracy_at_5 = 73.05%; loss = 2.263448  (0.412339 s/it)
Iteration  8420: accuracy_at_1 = 42.19%; accuracy_at_5 = 71.88%; loss = 2.188432  (0.413194 s/it)
Iteration  8430: accuracy_at_1 = 40.23%; accuracy_at_5 = 65.62%; loss = 2.393279  (0.414258 s/it)
Iteration  8440: accuracy_at_1 = 42.19%; accuracy_at_5 = 69.14%; loss = 2.335356  (0.413679 s/it)
Iteration  8450: accuracy_at_1 = 38.67%; accuracy_at_5 = 71.48%; loss = 2.373770  (0.412704 s/it)
Iteration  8460: accuracy_at_1 = 41.80%; accuracy_at_5 = 71.48%; loss = 2.215794  (0.413354 s/it)
Iteration  8470: accuracy_at_1 = 39.45%; accuracy_at_5 = 69.14%; loss = 2.332196  (0.413249 s/it)
Iteration  8480: accuracy_at_1 = 35.94%; accuracy_at_5 = 71.48%; loss = 2.272015  (0.413005 s/it)
Iteration  8490: accuracy_at_1 = 42.58%; accuracy_at_5 = 69.53%; loss = 2.158792  (0.413629 s/it)
Iteration  8500: accuracy_at_1 = 37.11%; accuracy_at_5 = 68.36%; loss = 2.376576  (0.413170 s/it)
Iteration  8510: accuracy_at_1 = 40.23%; accuracy_at_5 = 69.53%; loss = 2.243322  (0.413282 s/it)
Iteration  8520: accuracy_at_1 = 39.84%; accuracy_at_5 = 68.75%; loss = 2.281627  (0.412012 s/it)
Iteration  8530: accuracy_at_1 = 33.59%; accuracy_at_5 = 67.58%; loss = 2.576913  (0.411819 s/it)
Iteration  8540: accuracy_at_1 = 37.89%; accuracy_at_5 = 67.58%; loss = 2.350499  (0.412440 s/it)
Iteration  8550: accuracy_at_1 = 33.20%; accuracy_at_5 = 67.58%; loss = 2.352224  (0.411876 s/it)
Iteration  8560: accuracy_at_1 = 37.89%; accuracy_at_5 = 69.14%; loss = 2.279462  (0.412314 s/it)
Iteration  8570: accuracy_at_1 = 37.50%; accuracy_at_5 = 69.53%; loss = 2.355256  (0.412536 s/it)
Iteration  8580: accuracy_at_1 = 39.84%; accuracy_at_5 = 72.66%; loss = 2.227499  (0.412439 s/it)
Iteration  8590: accuracy_at_1 = 39.84%; accuracy_at_5 = 68.75%; loss = 2.298226  (0.412878 s/it)
Iteration  8600: accuracy_at_1 = 37.89%; accuracy_at_5 = 68.75%; loss = 2.363975  (0.414605 s/it)
Iteration  8610: accuracy_at_1 = 42.58%; accuracy_at_5 = 71.09%; loss = 2.137295  (0.417422 s/it)
Iteration  8620: accuracy_at_1 = 35.55%; accuracy_at_5 = 66.80%; loss = 2.465488  (0.417042 s/it)
Iteration  8630: accuracy_at_1 = 42.58%; accuracy_at_5 = 68.36%; loss = 2.348629  (0.413729 s/it)
Iteration  8640: accuracy_at_1 = 39.06%; accuracy_at_5 = 72.66%; loss = 2.237814  (0.413994 s/it)
Iteration  8650: accuracy_at_1 = 38.67%; accuracy_at_5 = 72.27%; loss = 2.295302  (0.412253 s/it)
Iteration  8660: accuracy_at_1 = 41.41%; accuracy_at_5 = 70.70%; loss = 2.208272  (0.412435 s/it)
Iteration  8670: accuracy_at_1 = 37.50%; accuracy_at_5 = 65.23%; loss = 2.419334  (0.412508 s/it)
Iteration  8680: accuracy_at_1 = 38.67%; accuracy_at_5 = 74.22%; loss = 2.161613  (0.411879 s/it)
Iteration  8690: accuracy_at_1 = 39.06%; accuracy_at_5 = 70.31%; loss = 2.331062  (0.412088 s/it)
Iteration  8700: accuracy_at_1 = 36.72%; accuracy_at_5 = 73.05%; loss = 2.315848  (0.412713 s/it)
Iteration  8710: accuracy_at_1 = 40.23%; accuracy_at_5 = 69.14%; loss = 2.251786  (0.413351 s/it)
Iteration  8720: accuracy_at_1 = 41.80%; accuracy_at_5 = 70.70%; loss = 2.246764  (0.413745 s/it)
Iteration  8730: accuracy_at_1 = 41.80%; accuracy_at_5 = 70.31%; loss = 2.251598  (0.413410 s/it)
Iteration  8740: accuracy_at_1 = 35.94%; accuracy_at_5 = 71.09%; loss = 2.290742  (0.413317 s/it)
Iteration  8750: accuracy_at_1 = 38.67%; accuracy_at_5 = 70.31%; loss = 2.201637  (0.413434 s/it)
Iteration  8760: accuracy_at_1 = 39.06%; accuracy_at_5 = 71.88%; loss = 2.280204  (0.413114 s/it)
Iteration  8770: accuracy_at_1 = 44.92%; accuracy_at_5 = 75.39%; loss = 2.104059  (0.412784 s/it)
Iteration  8780: accuracy_at_1 = 33.59%; accuracy_at_5 = 62.11%; loss = 2.543306  (0.412117 s/it)
Iteration  8790: accuracy_at_1 = 43.36%; accuracy_at_5 = 69.53%; loss = 2.268872  (0.413241 s/it)
Iteration  8800: accuracy_at_1 = 43.75%; accuracy_at_5 = 67.97%; loss = 2.305608  (0.414522 s/it)
Iteration  8810: accuracy_at_1 = 41.41%; accuracy_at_5 = 74.22%; loss = 2.167394  (0.413252 s/it)
Iteration  8820: accuracy_at_1 = 41.41%; accuracy_at_5 = 72.66%; loss = 2.214298  (0.412201 s/it)
Iteration  8830: accuracy_at_1 = 39.84%; accuracy_at_5 = 73.05%; loss = 2.269886  (0.412088 s/it)
Iteration  8840: accuracy_at_1 = 38.67%; accuracy_at_5 = 71.09%; loss = 2.276838  (0.414663 s/it)
Iteration  8850: accuracy_at_1 = 39.06%; accuracy_at_5 = 69.53%; loss = 2.288703  (0.413468 s/it)
Iteration  8860: accuracy_at_1 = 35.94%; accuracy_at_5 = 67.97%; loss = 2.459713  (0.413915 s/it)
Iteration  8870: accuracy_at_1 = 42.19%; accuracy_at_5 = 73.44%; loss = 2.153013  (0.413107 s/it)
Iteration  8880: accuracy_at_1 = 42.19%; accuracy_at_5 = 69.14%; loss = 2.270882  (0.413123 s/it)
Iteration  8890: accuracy_at_1 = 36.72%; accuracy_at_5 = 66.41%; loss = 2.349128  (0.413634 s/it)
Iteration  8900: accuracy_at_1 = 37.11%; accuracy_at_5 = 71.48%; loss = 2.243936  (0.412692 s/it)
Iteration  8910: accuracy_at_1 = 40.23%; accuracy_at_5 = 73.05%; loss = 2.261513  (0.411712 s/it)
Iteration  8920: accuracy_at_1 = 40.62%; accuracy_at_5 = 73.05%; loss = 2.204708  (0.411697 s/it)
Iteration  8930: accuracy_at_1 = 45.31%; accuracy_at_5 = 72.66%; loss = 2.150721  (0.413048 s/it)
Iteration  8940: accuracy_at_1 = 41.41%; accuracy_at_5 = 73.83%; loss = 2.177641  (0.412352 s/it)
Iteration  8950: accuracy_at_1 = 42.19%; accuracy_at_5 = 73.05%; loss = 2.185343  (0.411896 s/it)
Iteration  8960: accuracy_at_1 = 38.28%; accuracy_at_5 = 67.19%; loss = 2.410568  (0.412932 s/it)
Iteration  8970: accuracy_at_1 = 34.77%; accuracy_at_5 = 65.62%; loss = 2.417561  (0.415364 s/it)
Iteration  8980: accuracy_at_1 = 39.45%; accuracy_at_5 = 70.31%; loss = 2.297699  (0.415805 s/it)
Iteration  8990: accuracy_at_1 = 42.19%; accuracy_at_5 = 73.05%; loss = 2.139545  (0.416202 s/it)
Iteration  9000: accuracy_at_1 = 39.45%; accuracy_at_5 = 72.27%; loss = 2.240331  (0.413403 s/it)
Iteration  9010: accuracy_at_1 = 38.67%; accuracy_at_5 = 69.53%; loss = 2.236079  (0.413472 s/it)
